season,player_id,rec_context_targets,rec_avg_depth_target,rec_deep_targets,rec_short_targets,rec_left_targets,rec_middle_targets,rec_right_targets,rec_redzone_targets,rec_deep_target_rate,rec_short_target_rate,rec_left_target_rate,rec_middle_target_rate,rec_right_target_rate,rec_redzone_target_rate,rec_route_out_break,rec_route_hitch,rec_route_in_break,rec_route_screen,rec_route_vertical,rec_route_other
2024,00-0034073,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2024,00-0034115,3,0,0,3,3,0,0,0,0,1,1,0,0,0,0.6666666666666666,0,0,0.3333333333333333,0,0
2024,00-0034159,64,4.609375,7,43,22,17,25,8,0.109375,0.671875,0.34375,0.265625,0.390625,0.125,0.28125,0.203125,0.234375,0.15625,0.125,0
2024,00-0034184,5,-3,0,5,1,1,3,0,0,1,0.2,0.2,0.6,0,0.2,0.4,0,0.4,0,0
2024,00-0034208,3,-4.666666666666667,0,3,3,0,0,0,0,1,1,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0
2024,00-0034270,73,4.972222222222222,13,45,18,22,32,10,0.1780821917808219,0.6164383561643836,0.2465753424657534,0.3013698630136986,0.4383561643835616,0.136986301369863,0.4,0.21428571428571427,0.17142857142857143,0.04285714285714286,0.17142857142857143,0
2024,00-0034272,44,17.386363636363637,23,5,11,14,19,2,0.5227272727272727,0.11363636363636363,0.25,0.3181818181818182,0.4318181818181818,0.045454545454545456,0.1590909090909091,0.20454545454545456,0.29545454545454547,0.022727272727272728,0.3181818181818182,0
2024,00-0034348,135,13.237037037037037,55,19,53,26,56,23,0.4074074074074074,0.14074074074074075,0.3925925925925926,0.1925925925925926,0.4148148148148148,0.17037037037037037,0.13533834586466165,0.19548872180451127,0.39097744360902253,0.022556390977443608,0.2556390977443609,0
2024,00-0034351,52,6.596153846153846,6,24,24,3,25,9,0.11538461538461539,0.46153846153846156,0.46153846153846156,0.057692307692307696,0.4807692307692308,0.17307692307692307,0.4230769230769231,0.15384615384615385,0.17307692307692307,0.07692307692307693,0.17307692307692307,0
2024,00-0034353,1,15,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2024,00-0034364,58,6.017241379310345,5,23,22,13,23,7,0.08620689655172414,0.39655172413793105,0.3793103448275862,0.22413793103448276,0.39655172413793105,0.1206896551724138,0.40350877192982454,0.21052631578947367,0.17543859649122806,0.10526315789473684,0.10526315789473684,0
2024,00-0034365,6,4,1,4,2,1,3,1,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,0.5,0,0.3333333333333333,0,0.16666666666666666,0
2024,00-0034383,85,8.047058823529412,16,34,27,20,38,8,0.18823529411764706,0.4,0.3176470588235294,0.23529411764705882,0.4470588235294118,0.09411764705882353,0.4588235294117647,0.2235294117647059,0.15294117647058825,0.011764705882352941,0.15294117647058825,0
2024,00-0034386,32,15.1875,12,3,6,10,16,4,0.375,0.09375,0.1875,0.3125,0.5,0.125,0.15625,0.1875,0.28125,0.0625,0.3125,0
2024,00-0034407,87,6.7701149425287355,10,36,28,30,29,6,0.11494252873563218,0.41379310344827586,0.3218390804597701,0.3448275862068966,0.3333333333333333,0.06896551724137931,0.2,0.12941176470588237,0.3411764705882353,0.24705882352941178,0.08235294117647059,0
2024,00-0034418,27,7.2592592592592595,4,8,11,7,9,1,0.14814814814814814,0.2962962962962963,0.4074074074074074,0.25925925925925924,0.3333333333333333,0.037037037037037035,0.3333333333333333,0.2962962962962963,0.18518518518518517,0,0.18518518518518517,0
2024,00-0034419,4,6.5,0,0,3,1,0,1,0,0,0.75,0.25,0,0.25,0,0.25,0.5,0,0.25,0
2024,00-0034487,9,6,0,2,2,2,5,1,0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.2222222222222222,0,0.1111111111111111,0
2024,00-0034521,60,11.066666666666666,16,14,21,19,20,12,0.26666666666666666,0.23333333333333334,0.35,0.31666666666666665,0.3333333333333333,0.2,0.23333333333333334,0.15,0.2833333333333333,0.05,0.2833333333333333,0
2024,00-0034571,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
2024,00-0034613,24,4.260869565217392,1,14,4,8,11,5,0.041666666666666664,0.5833333333333334,0.16666666666666666,0.3333333333333333,0.4583333333333333,0.20833333333333334,0.25,0.20833333333333334,0.3333333333333333,0.08333333333333333,0.125,0
2024,00-0034646,10,10.2,1,0,3,6,1,1,0.1,0,0.3,0.6,0.1,0.1,0.2222222222222222,0.2222222222222222,0.2222222222222222,0,0.3333333333333333,0
2024,00-0034753,69,10.594202898550725,15,16,28,16,25,16,0.21739130434782608,0.2318840579710145,0.4057971014492754,0.2318840579710145,0.36231884057971014,0.2318840579710145,0.2463768115942029,0.13043478260869565,0.3333333333333333,0,0.2898550724637681,0
2024,00-0034775,47,13.702127659574469,17,9,19,11,17,5,0.3617021276595745,0.19148936170212766,0.40425531914893614,0.23404255319148937,0.3617021276595745,0.10638297872340426,0.3191489361702128,0.1276595744680851,0.1276595744680851,0.10638297872340426,0.3191489361702128,0
2024,00-0034777,10,11.5,2,2,5,2,3,2,0.2,0.2,0.5,0.2,0.3,0.2,0.4444444444444444,0.3333333333333333,0.1111111111111111,0,0.1111111111111111,0
2024,00-0034791,11,-0.45454545454545453,0,10,3,4,4,1,0,0.9090909090909091,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.09090909090909091,0.3,0.2,0.1,0.4,0,0
2024,00-0034798,17,5.529411764705882,1,11,8,2,7,3,0.058823529411764705,0.6470588235294118,0.47058823529411764,0.11764705882352941,0.4117647058823529,0.17647058823529413,0.5294117647058824,0.11764705882352941,0.23529411764705882,0,0.11764705882352941,0
2024,00-0034827,142,7.492857142857143,26,63,61,30,49,23,0.18309859154929578,0.44366197183098594,0.4295774647887324,0.2112676056338028,0.34507042253521125,0.1619718309859155,0.1276595744680851,0.1773049645390071,0.23404255319148937,0.2765957446808511,0.18439716312056736,0
2024,00-0034829,83,7.409638554216867,10,29,35,17,31,10,0.12048192771084337,0.3493975903614458,0.42168674698795183,0.20481927710843373,0.37349397590361444,0.12048192771084337,0.40963855421686746,0.27710843373493976,0.18072289156626506,0,0.13253012048192772,0
2024,00-0034830,13,4.769230769230769,1,6,3,3,7,3,0.07692307692307693,0.46153846153846156,0.23076923076923078,0.23076923076923078,0.5384615384615384,0.23076923076923078,0.38461538461538464,0.15384615384615385,0.3076923076923077,0,0.15384615384615385,0
2024,00-0034834,1,2,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
2024,00-0034837,120,15.691666666666666,60,23,45,24,51,8,0.5,0.19166666666666668,0.375,0.2,0.425,0.06666666666666667,0.20168067226890757,0.15966386554621848,0.19327731092436976,0.058823529411764705,0.3865546218487395,0
2024,00-0034844,43,2.2790697674418605,5,33,19,7,17,11,0.11627906976744186,0.7674418604651163,0.4418604651162791,0.16279069767441862,0.3953488372093023,0.2558139534883721,0.27906976744186046,0.16279069767441862,0.023255813953488372,0.4186046511627907,0.11627906976744186,0
2024,00-0034854,12,10.5,4,6,3,4,5,2,0.3333333333333333,0.5,0.25,0.3333333333333333,0.4166666666666667,0.16666666666666666,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.36363636363636365,0
2024,00-0034860,29,10.071428571428571,8,11,16,3,9,4,0.27586206896551724,0.3793103448275862,0.5517241379310345,0.10344827586206896,0.3103448275862069,0.13793103448275862,0.37037037037037035,0.18518518518518517,0.14814814814814814,0.1111111111111111,0.18518518518518517,0
2024,00-0034959,2,10.5,1,1,1,0,1,0,0.5,0.5,0.5,0,0.5,0,0,0,0,0.5,0.5,0
2024,00-0034960,130,9.930232558139535,41,35,57,24,48,16,0.3153846153846154,0.2692307692307692,0.43846153846153846,0.18461538461538463,0.36923076923076925,0.12307692307692308,0.2734375,0.1953125,0.2421875,0.0703125,0.21875,0
2024,00-0034972,48,-0.08333333333333333,1,45,18,9,21,2,0.020833333333333332,0.9375,0.375,0.1875,0.4375,0.041666666666666664,0.2765957446808511,0.14893617021276595,0.1276595744680851,0.44680851063829785,0,0
2024,00-0034975,51,-0.6666666666666666,3,48,27,5,19,8,0.058823529411764705,0.9411764705882353,0.5294117647058824,0.09803921568627451,0.37254901960784315,0.1568627450980392,0.2,0.04,0.08,0.62,0.06,0
2024,00-0034981,43,9.232558139534884,12,17,9,13,21,9,0.27906976744186046,0.3953488372093023,0.20930232558139536,0.3023255813953488,0.4883720930232558,0.20930232558139536,0.20930232558139536,0.2558139534883721,0.18604651162790697,0.046511627906976744,0.3023255813953488,0
