season,player_id,team,qb_dropbacks,qb_attempts,qb_deep_attempts,qb_left_attempts,qb_middle_attempts,qb_right_attempts,qb_redzone_dropbacks,qb_avg_air_yards,qb_deep_throw_rate,qb_left_throw_rate,qb_middle_throw_rate,qb_right_throw_rate,qb_redzone_throw_rate,qb_target_pos_OTHER,qb_target_pos_RB,qb_target_pos_TE,qb_target_pos_WR,qb_route_in_break,qb_route_other,qb_route_screen,qb_route_vertical,qb_route_out_break,qb_route_hitch
2019,00-0035228,ARI,593,593,107,204,106,228,84,7.481549815498155,0.18043844856661045,0.3440134907251265,0.178752107925801,0.3844856661045531,0.14165261382799327,0,0.19615384615384615,0.10192307692307692,0.7019230769230769,0.07930367504835589,0.586073500967118,0.15860735009671179,0.1760154738878143,0,0
2019,00-0035232,WAS,235,235,44,80,62,60,31,8.625615763546797,0.18723404255319148,0.3404255319148936,0.26382978723404255,0.2553191489361702,0.13191489361702127,0,0.20100502512562815,0.1306532663316583,0.6683417085427136,0.061224489795918366,0.6428571428571429,0.08673469387755102,0.20918367346938777,0,0
2019,00-0035251,CAR,58,58,14,11,10,31,7,9.442307692307692,0.2413793103448276,0.1896551724137931,0.1724137931034483,0.5344827586206896,0.1206896551724138,0,0.3673469387755102,0.22448979591836735,0.40816326530612246,0.02040816326530612,0.6530612244897959,0.10204081632653061,0.22448979591836735,0,0
2019,00-0035264,NE,5,5,0,0,1,3,0,5.25,0,0,0.2,0.6,0,0,0.5,0,0.5,0,1,0,0,0,0
2019,00-0035289,JAX,508,508,81,189,96,184,76,7.3872340425531915,0.1594488188976378,0.3720472440944882,0.1889763779527559,0.36220472440944884,0.14960629921259844,0,0.22149122807017543,0.14473684210526316,0.6337719298245614,0.06430155210643015,0.7339246119733924,0.06208425720620843,0.13968957871396895,0,0
2019,00-0035297,WAS,1,1,0,0,0,1,1,6,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
2019,00-0035350,MIA,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2019,00-0035577,PIT,175,175,31,63,25,72,14,7.34375,0.17714285714285713,0.36,0.14285714285714285,0.4114285714285714,0.08,0,0.19444444444444445,0.1597222222222222,0.6458333333333334,0.0625,0.6111111111111112,0.1388888888888889,0.1875,0,0
2019,00-0035652,CIN,98,98,18,30,22,35,7,8.28735632183908,0.1836734693877551,0.30612244897959184,0.22448979591836735,0.35714285714285715,0.07142857142857142,0,0.15476190476190477,0.19047619047619047,0.6547619047619048,0.05952380952380952,0.7142857142857143,0.047619047619047616,0.17857142857142858,0,0
2019,00-0035704,DEN,161,161,25,66,29,61,27,6.826923076923077,0.15527950310559005,0.40993788819875776,0.18012422360248448,0.37888198757763975,0.16770186335403728,0,0.24342105263157895,0.17763157894736842,0.5789473684210527,0.06578947368421052,0.6907894736842105,0.07236842105263158,0.17105263157894737,0,0
2019,00-0035710,NYG,500,500,90,140,125,194,69,8.037037037037036,0.18,0.28,0.25,0.388,0.138,0,0.16481069042316257,0.24053452115812918,0.5946547884187082,0.053811659192825115,0.6838565022421524,0.08071748878923767,0.18161434977578475,0,0
