season,player_id,rec_context_targets,rec_avg_depth_target,rec_deep_targets,rec_short_targets,rec_left_targets,rec_middle_targets,rec_right_targets,rec_redzone_targets,rec_deep_target_rate,rec_short_target_rate,rec_left_target_rate,rec_middle_target_rate,rec_right_target_rate,rec_redzone_target_rate,rec_route_vertical,rec_route_hitch,rec_route_in_break,rec_route_out_break,rec_route_screen,rec_route_other
2025,00-0035298,14,5.285714285714286,1,6,8,4,2,2,0.07142857142857142,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.15384615384615385,0,0.3076923076923077,0.23076923076923078,0.3076923076923077,0
2025,00-0035359,36,11.222222222222221,11,10,13,12,11,6,0.3055555555555556,0.2777777777777778,0.3611111111111111,0.3333333333333333,0.3055555555555556,0.16666666666666666,0.2777777777777778,0.19444444444444445,0.19444444444444445,0.2777777777777778,0.05555555555555555,0
2025,00-0035406,25,11.08,7,8,11,4,10,4,0.28,0.32,0.44,0.16,0.4,0.16,0.28,0.28,0.28,0.16,0,0
2025,00-0035500,33,1.7575757575757576,2,25,12,9,12,7,0.06060606060606061,0.7575757575757576,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.21212121212121213,0.06060606060606061,0.09090909090909091,0.3333333333333333,0.06060606060606061,0.45454545454545453,0
2025,00-0035535,65,13.380952380952381,20,9,24,15,24,8,0.3076923076923077,0.13846153846153847,0.36923076923076925,0.23076923076923078,0.36923076923076925,0.12307692307692308,0.35384615384615387,0.24615384615384617,0.3230769230769231,0.07692307692307693,0,0
2025,00-0035537,33,-1.1818181818181819,2,29,22,4,7,4,0.06060606060606061,0.8787878787878788,0.6666666666666666,0.12121212121212122,0.21212121212121213,0.12121212121212122,0.12121212121212122,0.06060606060606061,0.09090909090909091,0.09090909090909091,0.6363636363636364,0
2025,00-0035544,4,8,1,2,1,2,1,0,0.25,0.5,0.25,0.5,0.25,0,0.25,0.5,0,0.25,0,0
2025,00-0035602,3,4.666666666666667,0,2,1,1,1,0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,0
2025,00-0035631,20,-0.35,0,18,10,5,5,1,0,0.9,0.5,0.25,0.25,0.05,0,0.21052631578947367,0.10526315789473684,0.631578947368421,0.05263157894736842,0
2025,00-0035640,99,10.545454545454545,24,36,44,16,39,13,0.24242424242424243,0.36363636363636365,0.4444444444444444,0.16161616161616163,0.3939393939393939,0.13131313131313133,0.32653061224489793,0.1326530612244898,0.30612244897959184,0.14285714285714285,0.09183673469387756,0
2025,00-0035643,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
2025,00-0035644,41,3.341463414634146,2,31,14,11,16,4,0.04878048780487805,0.7560975609756098,0.34146341463414637,0.2682926829268293,0.3902439024390244,0.0975609756097561,0.0975609756097561,0.2682926829268293,0.12195121951219512,0.4146341463414634,0.0975609756097561,0
2025,00-0035645,13,10,3,5,5,2,6,2,0.23076923076923078,0.38461538461538464,0.38461538461538464,0.15384615384615385,0.46153846153846156,0.15384615384615385,0.38461538461538464,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.07692307692307693,0
2025,00-0035659,60,13.983333333333333,22,6,37,7,16,8,0.36666666666666664,0.1,0.6166666666666667,0.11666666666666667,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.36666666666666664,0.2833333333333333,0.06666666666666667,0.016666666666666666,0
2025,00-0035662,74,11.297297297297296,19,25,31,11,32,10,0.25675675675675674,0.33783783783783783,0.4189189189189189,0.14864864864864866,0.43243243243243246,0.13513513513513514,0.2876712328767123,0.136986301369863,0.2602739726027397,0.2054794520547945,0.1095890410958904,0
2025,00-0035676,121,11.776859504132231,36,24,57,20,44,13,0.2975206611570248,0.19834710743801653,0.47107438016528924,0.1652892561983471,0.36363636363636365,0.10743801652892562,0.2231404958677686,0.21487603305785125,0.3305785123966942,0.2066115702479339,0.024793388429752067,0
2025,00-0035685,29,0.41379310344827586,1,27,9,11,9,2,0.034482758620689655,0.9310344827586207,0.3103448275862069,0.3793103448275862,0.3103448275862069,0.06896551724137931,0.034482758620689655,0.3103448275862069,0.034482758620689655,0.1724137931034483,0.4482758620689655,0
2025,00-0035689,50,6.714285714285714,6,24,16,9,24,13,0.12,0.48,0.32,0.18,0.48,0.26,0.22448979591836735,0.08163265306122448,0.32653061224489793,0.30612244897959184,0.061224489795918366,0
2025,00-0035700,44,-0.8863636363636364,0,40,18,10,16,6,0,0.9090909090909091,0.4090909090909091,0.22727272727272727,0.36363636363636365,0.13636363636363635,0.023255813953488372,0.11627906976744186,0.06976744186046512,0.3023255813953488,0.4883720930232558,0
2025,00-0035719,100,5.3232323232323235,22,53,37,22,40,13,0.22,0.53,0.37,0.22,0.4,0.13,0.17,0.11,0.28,0.11,0.33,0
2025,00-0035876,4,1.75,0,3,3,0,1,2,0,0.75,0.75,0,0.25,0.5,0,0.25,0.25,0.25,0.25,0
2025,00-0035891,4,9.75,1,0,1,1,2,0,0.25,0,0.25,0.25,0.5,0,0.25,0,0.75,0,0,0
2025,00-0035956,1,3,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
