season,player_id,team,qb_dropbacks,qb_attempts,qb_deep_attempts,qb_left_attempts,qb_middle_attempts,qb_right_attempts,qb_redzone_dropbacks,qb_avg_air_yards,qb_deep_throw_rate,qb_left_throw_rate,qb_middle_throw_rate,qb_right_throw_rate,qb_redzone_throw_rate,qb_target_pos_RB,qb_target_pos_TE,qb_target_pos_WR,qb_target_pos_OTHER,qb_route_hitch,qb_route_in_break,qb_route_out_break,qb_route_screen,qb_route_vertical,qb_route_other
2025,00-0032950,MIN,189,189,42,62,32,74,39,7.621301775147929,0.2222222222222222,0.328042328042328,0.1693121693121693,0.3915343915343915,0.20634920634920634,0.13580246913580246,0.21604938271604937,0.6481481481481481,0,0.19753086419753085,0.12962962962962962,0.30246913580246915,0.12962962962962962,0.24074074074074073,0
2025,00-0033077,DAL,634,634,123,252,114,231,111,8.015,0.19400630914826497,0.39747634069400634,0.17981072555205047,0.3643533123028391,0.1750788643533123,0.1362862010221465,0.22998296422487224,0.6337308347529813,0,0.2195540308747856,0.25728987993138935,0.2367066895368782,0.11492281303602059,0.17152658662092624,0
2025,00-0033106,DET,616,616,97,187,186,203,99,6.427335640138408,0.15746753246753248,0.30357142857142855,0.30194805194805197,0.32954545454545453,0.16071428571428573,0.22527472527472528,0.163003663003663,0.6117216117216118,0,0.1977818853974122,0.2828096118299446,0.2476894639556377,0.15711645101663585,0.11460258780036968,0
2025,00-0033119,ARI,531,531,98,170,101,213,96,7.622680412371134,0.18455743879472694,0.32015065913371,0.1902071563088512,0.4011299435028249,0.1807909604519774,0.1934782608695652,0.358695652173913,0.44782608695652176,0,0.1891304347826087,0.2565217391304348,0.27391304347826084,0.11956521739130435,0.1608695652173913,0
2025,00-0033269,IND,1,1,0,0,0,1,0,11,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2025,00-0033280,SF,1,1,0,0,0,1,1,14,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025,00-0033319,JAX,3,3,0,2,1,0,1,1.3333333333333333,0,0.6666666666666666,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,0.6666666666666666,0,0,0.3333333333333333,0,0.6666666666666666,0,0
2025,00-0033357,NO,6,6,2,1,1,4,2,7.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333,0,0.25,0.75,0,0,0,0.25,0.25,0.5,0
2025,00-0033400,ARI,1,1,1,0,1,0,0,19,1,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,0
2025,00-0033662,BAL,53,53,5,16,15,21,1,6.4423076923076925,0.09433962264150944,0.3018867924528302,0.2830188679245283,0.39622641509433965,0.018867924528301886,0.17647058823529413,0.29411764705882354,0.5294117647058824,0,0.3,0.12,0.24,0.16,0.18,0
2025,00-0033869,BUF,37,37,6,16,6,13,11,7.285714285714286,0.16216216216216217,0.43243243243243246,0.16216216216216217,0.35135135135135137,0.2972972972972973,0.16666666666666666,0.2777777777777778,0.5555555555555556,0,0.1111111111111111,0.3055555555555556,0.3055555555555556,0.05555555555555555,0.2222222222222222,0
2025,00-0033873,KC,539,539,111,202,90,208,93,8.06772908366534,0.20593692022263452,0.3747680890538033,0.16697588126159554,0.38589981447124305,0.1725417439703154,0.14495798319327732,0.2605042016806723,0.592436974789916,0.0021008403361344537,0.17088607594936708,0.2468354430379747,0.17721518987341772,0.20464135021097046,0.20042194092827004,0
2025,00-0033908,SEA,1,1,0,0,0,1,0,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2025,00-0033949,NE,10,10,3,4,0,6,0,11.9,0.3,0.4,0,0.6,0,0.1,0.3,0.6,0,0.2,0,0.4,0.2,0.2,0
2025,00-0034348,DEN,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025,00-0034577,DET,2,2,0,1,0,1,0,5,0,0.5,0,0.5,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0
2025,00-0034721,CLE,1,1,1,0,0,1,0,15,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025,00-0034771,PIT,54,54,8,23,7,22,5,5.230769230769231,0.14814814814814814,0.42592592592592593,0.12962962962962962,0.4074074074074074,0.09259259259259259,0.28,0.24,0.48,0,0.16326530612244897,0.2653061224489796,0.20408163265306123,0.22448979591836735,0.14285714285714285,0
2025,00-0034796,BAL,340,340,79,104,72,124,53,8.7682119205298,0.2323529411764706,0.3058823529411765,0.21176470588235294,0.36470588235294116,0.15588235294117647,0.17465753424657535,0.3116438356164384,0.5136986301369864,0,0.17465753424657535,0.22602739726027396,0.23972602739726026,0.10616438356164383,0.2534246575342466,0
2025,00-0034827,CHI,1,1,0,0,0,1,1,2,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
2025,00-0034855,TB,585,585,117,216,107,219,76,8.114180478821362,0.2,0.36923076923076925,0.1829059829059829,0.37435897435897436,0.12991452991452992,0.16760828625235405,0.15819209039548024,0.672316384180791,0.0018832391713747645,0.1555977229601518,0.2239089184060721,0.2523719165085389,0.16129032258064516,0.20683111954459202,0
2025,00-0034857,BUF,507,507,97,168,96,195,77,7.302173913043478,0.1913214990138067,0.33136094674556216,0.1893491124260355,0.38461538461538464,0.15187376725838264,0.18584070796460178,0.25,0.5641592920353983,0,0.15812917594654788,0.2739420935412027,0.2071269487750557,0.18485523385300667,0.1759465478841871,0
2025,00-0034869,SEA,506,506,91,188,106,179,73,7.863731656184487,0.17984189723320157,0.3715415019762846,0.20948616600790515,0.35375494071146246,0.1442687747035573,0.1346578366445916,0.22737306843267108,0.6379690949227373,0,0.19111111111111112,0.26222222222222225,0.2777777777777778,0.09333333333333334,0.17555555555555555,0
2025,00-0034955,CIN,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025,00-0035100,CIN,134,134,24,43,28,54,12,7.672,0.1791044776119403,0.3208955223880597,0.208955223880597,0.40298507462686567,0.08955223880597014,0.175,0.225,0.6,0,0.2288135593220339,0.2033898305084746,0.19491525423728814,0.1694915254237288,0.2033898305084746,0
2025,00-0035228,ARI,177,177,30,65,35,61,21,5.84472049689441,0.1694915254237288,0.3672316384180791,0.1977401129943503,0.3446327683615819,0.11864406779661017,0.21656050955414013,0.34394904458598724,0.4394904458598726,0,0.18831168831168832,0.2012987012987013,0.2727272727272727,0.18181818181818182,0.15584415584415584,0
2025,00-0035250,NYG,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2025,00-0035289,KC,13,13,2,8,0,5,0,5.230769230769231,0.15384615384615385,0.6153846153846154,0,0.38461538461538464,0,0.18181818181818182,0.5454545454545454,0.2727272727272727,0,0.36363636363636365,0,0.2727272727272727,0.2727272727272727,0.09090909090909091,0
2025,00-0035645,NYG,2,2,0,1,0,1,1,11.5,0,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0,1,0
2025,00-0035685,DET,3,3,0,0,2,0,2,3.5,0,0,0.6666666666666666,0,0.6666666666666666,0,1,0,0,0,0,0,0,1,0
2025,00-0035704,SEA,3,3,0,2,1,0,0,1.6666666666666667,0,0.6666666666666666,0.3333333333333333,0,0,0.6666666666666666,0,0.3333333333333333,0,0.6666666666666666,0,0,0.3333333333333333,0,0
2025,00-0035710,IND,411,411,82,164,74,144,66,8.002604166666666,0.19951338199513383,0.39902676399026765,0.18004866180048662,0.35036496350364965,0.16058394160583941,0.13756613756613756,0.24338624338624337,0.6164021164021164,0.0026455026455026454,0.18933333333333333,0.256,0.28533333333333333,0.09066666666666667,0.17866666666666667,0
2025,00-0035993,BAL,75,75,9,25,15,26,16,6.402985074626866,0.12,0.3333333333333333,0.2,0.3466666666666667,0.21333333333333335,0.2,0.26153846153846155,0.5384615384615384,0,0.2923076923076923,0.26153846153846155,0.23076923076923078,0.09230769230769231,0.12307692307692308,0
2025,00-0036212,MIA,417,417,61,177,65,140,62,6.8046875,0.14628297362110312,0.4244604316546763,0.15587529976019185,0.33573141486810554,0.1486810551558753,0.260752688172043,0.21505376344086022,0.5241935483870968,0,0.12096774193548387,0.239247311827957,0.2553763440860215,0.20967741935483872,0.17473118279569894,0
2025,00-0036264,GB,462,462,106,158,89,191,68,8.817767653758542,0.22943722943722944,0.341991341991342,0.19264069264069264,0.4134199134199134,0.1471861471861472,0.1791767554479419,0.2179176755447942,0.6029055690072639,0,0.17560975609756097,0.18048780487804877,0.3073170731707317,0.14390243902439023,0.1926829268292683,0
2025,00-0036290,CHI,1,1,0,0,0,1,0,13,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2025,00-0036355,LAC,566,566,96,173,114,225,89,7.833984375,0.1696113074204947,0.30565371024734983,0.20141342756183744,0.39752650176678445,0.15724381625441697,0.12753036437246965,0.1720647773279352,0.6902834008097166,0.010121457489878543,0.20689655172413793,0.26774847870182555,0.2231237322515213,0.11156186612576065,0.19066937119675456,0
2025,00-0036389,PHI,488,488,102,195,74,183,56,8.969162995594713,0.20901639344262296,0.39959016393442626,0.15163934426229508,0.375,0.11475409836065574,0.15151515151515152,0.22144522144522144,0.627039627039627,0,0.2107728337236534,0.21311475409836064,0.30210772833723654,0.09836065573770492,0.1756440281030445,0
2025,00-0036414,MIN,1,1,1,0,0,1,0,15,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2025,00-0036442,CIN,278,278,42,103,49,107,44,7.212355212355212,0.1510791366906475,0.37050359712230213,0.17625899280575538,0.38489208633093525,0.15827338129496402,0.19678714859437751,0.23694779116465864,0.5622489959839357,0.004016064257028112,0.1902834008097166,0.2145748987854251,0.2631578947368421,0.13765182186234817,0.19433198380566802,0
2025,00-0036613,MIA,1,1,0,0,0,1,0,-5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2025,00-0036679,KC,19,19,3,6,4,4,3,9.857142857142858,0.15789473684210525,0.3157894736842105,0.21052631578947367,0.21052631578947367,0.15789473684210525,0.15384615384615385,0.5384615384615384,0.3076923076923077,0,0.3076923076923077,0.07692307692307693,0.3076923076923077,0.15384615384615385,0.15384615384615385,0
2025,00-0036898,HOU,169,169,30,60,29,70,30,8.553459119496855,0.17751479289940827,0.35502958579881655,0.17159763313609466,0.41420118343195267,0.17751479289940827,0.1038961038961039,0.23376623376623376,0.6623376623376623,0,0.22077922077922077,0.19480519480519481,0.2987012987012987,0.06493506493506493,0.22077922077922077,0
2025,00-0036945,NYJ,235,235,32,79,49,74,30,6.759803921568627,0.13617021276595745,0.33617021276595743,0.20851063829787234,0.3148936170212766,0.1276595744680851,0.2474747474747475,0.25252525252525254,0.5,0,0.26424870466321243,0.23316062176165803,0.25906735751295334,0.10880829015544041,0.13471502590673576,0
2025,00-0036971,JAX,603,603,137,232,122,203,92,8.707142857142857,0.22719734660033167,0.38474295190713104,0.2023217247097844,0.33665008291873966,0.15257048092868988,0.14102564102564102,0.19230769230769232,0.5842490842490843,0.08241758241758242,0.1756007393715342,0.24953789279112754,0.25508317929759705,0.12384473197781885,0.19593345656192238,0
2025,00-0036972,SF,307,307,53,114,77,95,43,7.349480968858131,0.17263843648208468,0.3713355048859935,0.250814332247557,0.30944625407166126,0.14006514657980457,0.3142857142857143,0.20357142857142857,0.4785714285714286,0.0035714285714285713,0.15412186379928317,0.27598566308243727,0.2867383512544803,0.1039426523297491,0.17921146953405018,0
2025,00-0037012,LAC,63,63,11,21,7,25,4,9.385964912280702,0.1746031746031746,0.3333333333333333,0.1111111111111111,0.3968253968253968,0.06349206349206349,0.14,0.28,0.58,0,0.22,0.14,0.2,0.14,0.3,0
2025,00-0037013,MIA,11,11,2,2,1,8,0,5.545454545454546,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0.2,0.1,0.7,0,0.1,0.1,0.4,0.3,0.1,0
2025,00-0037239,NO,1,1,0,0,0,1,1,4,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
2025,00-0037324,KC,63,63,7,20,6,28,5,5.036363636363636,0.1111111111111111,0.31746031746031744,0.09523809523809523,0.4444444444444444,0.07936507936507936,0.3076923076923077,0.23076923076923078,0.46153846153846156,0,0.057692307692307696,0.1346153846153846,0.40384615384615385,0.28846153846153844,0.11538461538461539,0
2025,00-0037742,WAS,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025,00-0037834,SF,298,298,52,110,73,101,60,7.598591549295775,0.174496644295302,0.3691275167785235,0.24496644295302014,0.3389261744966443,0.20134228187919462,0.2956204379562044,0.2664233576642336,0.43795620437956206,0,0.15693430656934307,0.25547445255474455,0.3357664233576642,0.0948905109489051,0.15693430656934307,0
2025,00-0038102,LV,53,53,4,16,6,22,2,5.822222222222222,0.07547169811320754,0.3018867924528302,0.11320754716981132,0.41509433962264153,0.03773584905660377,0.22727272727272727,0.25,0.5227272727272727,0,0.06976744186046512,0.37209302325581395,0.37209302325581395,0.13953488372093023,0.046511627906976744,0
2025,00-0038120,NYJ,1,1,0,0,0,1,1,4,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
2025,00-0038128,GB,38,38,10,11,6,18,8,10.114285714285714,0.2631578947368421,0.2894736842105263,0.15789473684210525,0.47368421052631576,0.21052631578947367,0.08571428571428572,0.14285714285714285,0.7714285714285715,0,0.11428571428571428,0.11428571428571428,0.37142857142857144,0.17142857142857143,0.22857142857142856,0
2025,00-0038400,PHI,46,46,11,12,8,23,8,9.55813953488372,0.2391304347826087,0.2608695652173913,0.17391304347826086,0.5,0.17391304347826086,0.13513513513513514,0.24324324324324326,0.6216216216216216,0,0.10810810810810811,0.2702702702702703,0.32432432432432434,0.08108108108108109,0.21621621621621623,0
2025,00-0038416,CHI,4,4,1,1,1,2,0,7.5,0.25,0.25,0.25,0.5,0,0,0.5,0.25,0.25,0,0.5,0,0.25,0.25,0
2025,00-0038579,LV,23,23,5,5,2,15,2,8.363636363636363,0.21739130434782608,0.21739130434782608,0.08695652173913043,0.6521739130434783,0.08695652173913043,0.22727272727272727,0.18181818181818182,0.5909090909090909,0,0.18181818181818182,0.13636363636363635,0.22727272727272727,0.22727272727272727,0.22727272727272727,0
2025,00-0038582,GB,20,20,0,4,2,9,1,3.8666666666666667,0,0.2,0.1,0.45,0.05,0.14285714285714285,0.21428571428571427,0.6428571428571429,0,0.14285714285714285,0.21428571428571427,0.5,0.14285714285714285,0,0
2025,00-0039054,NE,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025,00-0039150,CAR,508,508,79,190,100,186,75,6.489539748953975,0.15551181102362205,0.37401574803149606,0.1968503937007874,0.3661417322834646,0.14763779527559054,0.2040358744394619,0.2040358744394619,0.5919282511210763,0,0.20408163265306123,0.2018140589569161,0.2653061224489796,0.14058956916099774,0.18820861678004536,0
2025,00-0039163,HOU,449,449,79,161,76,183,61,8.049645390070921,0.1759465478841871,0.3585746102449889,0.16926503340757237,0.40757238307349664,0.1358574610244989,0.1513647642679901,0.23573200992555832,0.6129032258064516,0,0.1575,0.2475,0.3175,0.0975,0.18,0
2025,00-0039164,IND,2,2,1,0,1,1,0,15.5,0.5,0,0.5,0.5,0,0,0,0.5,0.5,1,0,0,0,0,0
2025,00-0039376,NO,275,275,52,92,53,109,32,7.898832684824903,0.1890909090909091,0.33454545454545453,0.19272727272727272,0.39636363636363636,0.11636363636363636,0.15918367346938775,0.2163265306122449,0.6204081632653061,0.004081632653061225,0.2581967213114754,0.22540983606557377,0.2581967213114754,0.09836065573770492,0.1598360655737705,0
2025,00-0039398,DAL,24,24,8,8,4,12,2,10.833333333333334,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.08333333333333333,0.08695652173913043,0.17391304347826086,0.7391304347826086,0,0.21739130434782608,0.13043478260869565,0.21739130434782608,0.13043478260869565,0.30434782608695654,0
2025,00-0039451,NYJ,1,1,0,1,0,0,1,6,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2025,00-0039577,ARI,2,2,0,2,0,0,0,1.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2025,00-0039634,NYJ,1,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,0
2025,00-0039732,DEN,639,639,121,250,100,261,95,7.330065359477124,0.18935837245696402,0.39123630672926446,0.1564945226917058,0.4084507042253521,0.1486697965571205,0.1989795918367347,0.195578231292517,0.6037414965986394,0.0017006802721088435,0.1683673469387755,0.20748299319727892,0.25170068027210885,0.19047619047619047,0.18197278911564627,0
2025,00-0039750,LA,1,1,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025,00-0039851,NE,540,540,123,196,114,182,83,9.132113821138212,0.22777777777777777,0.362962962962963,0.2111111111111111,0.337037037037037,0.1537037037037037,0.17547568710359407,0.23678646934460887,0.5856236786469344,0.0021141649048625794,0.1762208067940552,0.23779193205944799,0.26963906581740976,0.09129511677282377,0.22505307855626328,0
2025,00-0039910,WAS,207,207,36,69,32,85,26,7.3936170212765955,0.17391304347826086,0.3333333333333333,0.15458937198067632,0.4106280193236715,0.12560386473429952,0.13714285714285715,0.22285714285714286,0.64,0,0.26436781609195403,0.23563218390804597,0.1839080459770115,0.15517241379310345,0.16091954022988506,0
2025,00-0039917,ATL,290,290,66,129,30,117,33,8.333333333333334,0.22758620689655173,0.44482758620689655,0.10344827586206896,0.40344827586206894,0.11379310344827587,0.20754716981132076,0.2,0.5924528301886792,0,0.21374045801526717,0.17557251908396945,0.2862595419847328,0.13358778625954199,0.19083969465648856,0
2025,00-0039918,CHI,596,596,144,172,126,268,82,8.625,0.24161073825503357,0.28859060402684567,0.21140939597315436,0.44966442953020136,0.13758389261744966,0.1490566037735849,0.25660377358490566,0.5943396226415094,0,0.16380952380952382,0.24761904761904763,0.2838095238095238,0.14095238095238094,0.16380952380952382,0
2025,00-0039923,MIN,273,273,65,85,43,115,44,8.814814814814815,0.23809523809523808,0.31135531135531136,0.1575091575091575,0.42124542124542125,0.16117216117216118,0.15767634854771784,0.1825726141078838,0.6597510373443983,0,0.16170212765957448,0.17872340425531916,0.2936170212765957,0.13617021276595745,0.2297872340425532,0
2025,00-0040128,IND,1,1,0,1,0,0,1,11,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025,00-0040206,IND,70,70,11,26,11,30,17,8.014925373134329,0.15714285714285714,0.37142857142857144,0.15714285714285714,0.42857142857142855,0.24285714285714285,0.09230769230769231,0.3076923076923077,0.6,0,0.26153846153846155,0.23076923076923078,0.24615384615384617,0.06153846153846154,0.2,0
2025,00-0040234,MIA,91,91,21,27,19,37,11,8.349397590361447,0.23076923076923078,0.2967032967032967,0.2087912087912088,0.4065934065934066,0.12087912087912088,0.17073170731707318,0.2926829268292683,0.524390243902439,0.012195121951219513,0.06097560975609756,0.2926829268292683,0.2804878048780488,0.18292682926829268,0.18292682926829268,0
2025,00-0040398,NYJ,173,173,20,67,16,70,20,5.666666666666667,0.11560693641618497,0.3872832369942196,0.09248554913294797,0.4046242774566474,0.11560693641618497,0.1610738255033557,0.19463087248322147,0.6442953020134228,0,0.20270270270270271,0.13513513513513514,0.34459459459459457,0.1891891891891892,0.12837837837837837,0
2025,00-0040494,MIN,85,85,10,28,12,31,9,4.394366197183099,0.11764705882352941,0.32941176470588235,0.1411764705882353,0.36470588235294116,0.10588235294117647,0.29411764705882354,0.22058823529411764,0.4852941176470588,0,0.2647058823529412,0.14705882352941177,0.27941176470588236,0.23529411764705882,0.07352941176470588,0
2025,00-0040668,CLE,235,235,43,68,58,86,17,7.193396226415095,0.1829787234042553,0.28936170212765955,0.24680851063829787,0.3659574468085106,0.07234042553191489,0.2564102564102564,0.3230769230769231,0.4205128205128205,0,0.16494845360824742,0.2422680412371134,0.20103092783505155,0.211340206185567,0.18041237113402062,0
2025,00-0040676,TEN,595,595,107,195,109,233,59,7.231481481481482,0.17983193277310924,0.3277310924369748,0.18319327731092436,0.3915966386554622,0.09915966386554621,0.168,0.266,0.564,0.002,0.1750503018108652,0.21327967806841047,0.22937625754527163,0.1750503018108652,0.20724346076458752,0
2025,00-0040691,NYG,376,376,71,119,85,134,56,8.179941002949853,0.18882978723404256,0.31648936170212766,0.22606382978723405,0.35638297872340424,0.14893617021276595,0.18429003021148035,0.22658610271903323,0.5891238670694864,0,0.18787878787878787,0.20909090909090908,0.20909090909090908,0.1606060606060606,0.23333333333333334,0
2025,00-0040704,CLE,205,205,22,90,49,45,35,5.827027027027027,0.1073170731707317,0.43902439024390244,0.23902439024390243,0.21951219512195122,0.17073170731707318,0.2032967032967033,0.33516483516483514,0.46153846153846156,0,0.17032967032967034,0.2802197802197802,0.24725274725274726,0.16483516483516483,0.13736263736263737,0
2025,00-0040730,DEN,1,1,0,1,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2025,00-0040743,NO,359,359,69,120,66,138,28,8.281345565749236,0.19220055710306408,0.3342618384401114,0.18384401114206128,0.38440111420612816,0.07799442896935933,0.12025316455696203,0.27848101265822783,0.6012658227848101,0,0.21518987341772153,0.1930379746835443,0.2848101265822785,0.11392405063291139,0.1930379746835443,0
2025,00-0040784,CLE,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
