season,player_id,rec_context_targets,rec_avg_depth_target,rec_deep_targets,rec_short_targets,rec_left_targets,rec_middle_targets,rec_right_targets,rec_redzone_targets,rec_deep_target_rate,rec_short_target_rate,rec_left_target_rate,rec_middle_target_rate,rec_right_target_rate,rec_redzone_target_rate,rec_route_vertical,rec_route_other,rec_route_screen,rec_route_in_break,rec_route_out_break,rec_route_hitch
2022,00-0031428,52,9.653846153846153,12,13,22,10,20,14,0.23076923076923078,0.25,0.4230769230769231,0.19230769230769232,0.38461538461538464,0.2692307692307692,0.28846153846153844,0.5769230769230769,0.019230769230769232,0.11538461538461539,0,0
2022,00-0031484,8,2.625,0,6,0,2,6,1,0,0.75,0,0.25,0.75,0.125,0.125,0.625,0.25,0,0,0
2022,00-0031544,133,12.43939393939394,46,23,52,15,65,19,0.3458646616541353,0.17293233082706766,0.39097744360902253,0.11278195488721804,0.48872180451127817,0.14285714285714285,0.2878787878787879,0.5378787878787878,0.030303030303030304,0.14393939393939395,0,0
2022,00-0031545,5,18.2,2,2,2,2,1,0,0.4,0.4,0.4,0.4,0.2,0,0.4,0.4,0,0.2,0,0
2022,00-0031547,47,15.851063829787234,22,7,25,9,13,4,0.46808510638297873,0.14893617021276595,0.5319148936170213,0.19148936170212766,0.2765957446808511,0.0851063829787234,0.3829787234042553,0.40425531914893614,0.02127659574468085,0.19148936170212766,0,0
2022,00-0031549,53,12.320754716981131,17,18,24,13,16,3,0.32075471698113206,0.33962264150943394,0.4528301886792453,0.24528301886792453,0.3018867924528302,0.05660377358490566,0.2641509433962264,0.4339622641509434,0.16981132075471697,0.1320754716981132,0,0
2022,00-0031558,3,4,0,2,0,3,0,0,0,0.6666666666666666,0,1,0,0,0,0.6666666666666666,0,0.3333333333333333,0,0
2022,00-0031585,21,5.619047619047619,1,11,4,7,10,8,0.047619047619047616,0.5238095238095238,0.19047619047619047,0.3333333333333333,0.47619047619047616,0.38095238095238093,0.09523809523809523,0.8095238095238095,0.09523809523809523,0,0,0
2022,00-0031588,154,11.227272727272727,47,47,61,22,71,24,0.3051948051948052,0.3051948051948052,0.3961038961038961,0.14285714285714285,0.461038961038961,0.15584415584415584,0.2597402597402597,0.4805194805194805,0.06493506493506493,0.19480519480519481,0,0
2022,00-0031595,3,-0.6666666666666666,0,2,3,0,0,0,0,0.6666666666666666,1,0,0,0,0,0.6666666666666666,0.3333333333333333,0,0,0
2022,00-0031610,44,13.418604651162791,17,8,15,17,11,12,0.38636363636363635,0.18181818181818182,0.3409090909090909,0.38636363636363635,0.25,0.2727272727272727,0.46511627906976744,0.5116279069767442,0.023255813953488372,0,0,0
2022,00-0031687,42,1.1428571428571428,0,35,16,8,18,7,0,0.8333333333333334,0.38095238095238093,0.19047619047619047,0.42857142857142855,0.16666666666666666,0.047619047619047616,0.8571428571428571,0.07142857142857142,0.023809523809523808,0,0
2022,00-0031690,13,4.538461538461538,1,10,4,2,7,4,0.07692307692307693,0.7692307692307693,0.3076923076923077,0.15384615384615385,0.5384615384615384,0.3076923076923077,0.23076923076923078,0.7692307692307693,0,0,0,0
