season,week,player_id,xfp_24,fpoe_24,xfp_roll3_24,xfp_roll5_24,fpoe_roll3_24,fpoe_roll5_24
2025,10,00-0037525,3.02,0.5800000000000001,7.798666666666667,9.6336,-2.1320000000000006,-1.8736000000000006
2025,11,00-0037525,3.082,7.418,4.983666666666666,7.566,-2.0170000000000003,-0.8260000000000003
2025,12,00-0037525,3.168,1.032,5.042999999999999,5.8995999999999995,1.0570000000000002,0.3203999999999998
2025,13,00-0037525,3.407,1.8929999999999998,3.09,4.2402,3.0100000000000002,0.4797999999999999
2025,14,00-0037525,8.664,2.5359999999999996,3.219,4.3408,3.4476666666666667,1.2192
2025,15,00-0037525,5.36,-2.46,5.079666666666666,4.2682,1.8203333333333331,2.6917999999999997
2025,16,00-0037525,1.582,0.018000000000000016,5.810333333333333,4.7362,0.6563333333333331,2.0838
2025,18,00-0037525,7.533,1.867,5.202,4.4362,0.03133333333333321,0.6037999999999999
2023,10,00-0037539,NA,NA,NA,NA,NA,NA
2023,13,00-0037539,NA,NA,NA,NA,NA,NA
2023,14,00-0037539,NA,NA,NA,NA,NA,NA
2023,15,00-0037539,NA,NA,NA,NA,NA,NA
2023,16,00-0037539,NA,NA,NA,NA,NA,NA
2023,17,00-0037539,NA,NA,NA,NA,NA,NA
2023,18,00-0037539,NA,NA,NA,NA,NA,NA
2024,5,00-0037539,NA,NA,NA,NA,NA,NA
2024,6,00-0037539,NA,NA,NA,NA,NA,NA
2024,7,00-0037539,NA,NA,NA,NA,NA,NA
2024,8,00-0037539,NA,NA,NA,NA,NA,NA
2024,9,00-0037539,NA,NA,NA,NA,NA,NA
2024,10,00-0037539,NA,NA,NA,NA,NA,NA
2024,13,00-0037539,NA,NA,NA,NA,NA,NA
2024,15,00-0037539,NA,NA,NA,NA,NA,NA
2024,16,00-0037539,NA,NA,NA,NA,NA,NA
2024,17,00-0037539,NA,NA,NA,NA,NA,NA
2024,19,00-0037539,NA,NA,NA,NA,NA,NA
2025,1,00-0037539,2.1260000000000003,-1.0260000000000002,NA,NA,NA,NA
2025,3,00-0037539,2.3930000000000002,-0.9930000000000003,2.1260000000000003,2.1260000000000003,-1.0260000000000002,-1.0260000000000002
2022,6,00-0037545,NA,NA,NA,NA,NA,NA
2022,7,00-0037545,NA,NA,NA,NA,NA,NA
2022,8,00-0037545,NA,NA,NA,NA,NA,NA
2022,10,00-0037545,NA,NA,NA,NA,NA,NA
2022,11,00-0037545,NA,NA,NA,NA,NA,NA
2022,12,00-0037545,NA,NA,NA,NA,NA,NA
2022,13,00-0037545,NA,NA,NA,NA,NA,NA
2022,15,00-0037545,NA,NA,NA,NA,NA,NA
2022,16,00-0037545,NA,NA,NA,NA,NA,NA
2022,17,00-0037545,NA,NA,NA,NA,NA,NA
2022,18,00-0037545,NA,NA,NA,NA,NA,NA
2023,1,00-0037545,NA,NA,NA,NA,NA,NA
2023,2,00-0037545,NA,NA,NA,NA,NA,NA
2023,3,00-0037545,NA,NA,NA,NA,NA,NA
2023,4,00-0037545,NA,NA,NA,NA,NA,NA
2023,5,00-0037545,NA,NA,NA,NA,NA,NA
2023,6,00-0037545,NA,NA,NA,NA,NA,NA
2023,7,00-0037545,NA,NA,NA,NA,NA,NA
2023,8,00-0037545,NA,NA,NA,NA,NA,NA
2023,9,00-0037545,NA,NA,NA,NA,NA,NA
2023,10,00-0037545,NA,NA,NA,NA,NA,NA
2023,12,00-0037545,NA,NA,NA,NA,NA,NA
2023,15,00-0037545,NA,NA,NA,NA,NA,NA
2023,16,00-0037545,NA,NA,NA,NA,NA,NA
2023,17,00-0037545,NA,NA,NA,NA,NA,NA
2023,18,00-0037545,NA,NA,NA,NA,NA,NA
2024,1,00-0037545,NA,NA,NA,NA,NA,NA
2024,2,00-0037545,NA,NA,NA,NA,NA,NA
2024,3,00-0037545,NA,NA,NA,NA,NA,NA
2024,4,00-0037545,NA,NA,NA,NA,NA,NA
2024,5,00-0037545,NA,NA,NA,NA,NA,NA
2024,6,00-0037545,NA,NA,NA,NA,NA,NA
2025,1,00-0037545,11.173000000000002,-4.873000000000001,NA,NA,NA,NA
2025,2,00-0037545,7.519000000000001,5.680999999999998,11.173000000000002,11.173000000000002,-4.873000000000001,-4.873000000000001
2025,3,00-0037545,7.209,-1.0089999999999995,9.346000000000002,9.346000000000002,0.4039999999999986,0.4039999999999986
2025,4,00-0037545,9.557,-2.357,8.633666666666667,8.633666666666667,-0.06700000000000077,-0.06700000000000077
2025,5,00-0037545,6.78,12.619999999999997,8.095,8.864500000000001,0.7716666666666662,-0.6395000000000006
2025,6,00-0037545,7.294,-2.493999999999999,7.8486666666666665,8.447600000000001,3.084666666666666,2.012399999999999
2025,7,00-0037545,10.044,-4.0440000000000005,7.877,7.6718,2.589666666666666,2.4881999999999995
2025,8,00-0037545,13.632000000000001,-1.6320000000000014,8.039333333333333,8.1768,2.0273333333333325,0.5431999999999997
2025,9,00-0037545,10.679,-1.3789999999999996,10.323333333333334,9.461400000000001,-2.7233333333333336,0.4185999999999993
2025,10,00-0037545,2.6420000000000003,0.15799999999999947,11.451666666666668,9.6858,-2.351666666666667,0.6141999999999994
2025,11,00-0037545,8.27,-4.369999999999999,8.984333333333334,8.8582,-0.9510000000000005,-1.8782
2025,12,00-0037545,4.315,-3.8150000000000004,7.197,9.0534,-1.8636666666666664,-2.2534
2025,13,00-0037545,3.6100000000000003,-1.5100000000000002,5.075666666666667,7.9076,-2.675666666666667,-2.2076000000000002
2025,14,00-0037545,6.704000000000001,1.9959999999999987,5.398333333333333,5.9032,-3.2316666666666665,-2.1832
2025,15,00-0037545,11.335,-1.7349999999999994,4.876333333333334,5.1082,-1.1096666666666672,-1.5082000000000004
2025,16,00-0037545,1.5370000000000001,1.563,7.216333333333334,6.8468,-0.41633333333333367,-1.8868
2025,17,00-0037545,1.141,0.15900000000000003,6.525333333333334,5.5002,0.6079999999999998,-0.7002000000000003
2025,18,00-0037545,0.893,-0.19300000000000006,4.671,4.8654,-0.004333333333333152,0.0945999999999998
2025,20,00-0037545,6.526,-3.8259999999999996,1.1903333333333335,4.322,0.5096666666666666,0.3579999999999998
2025,21,00-0037545,4.955,0.6450000000000005,2.8533333333333335,4.2864,-1.2866666666666666,-0.8063999999999998
2025,22,00-0037545,11.145,-7.944999999999999,4.124666666666666,3.0104,-1.1246666666666665,-0.33039999999999986
2022,6,00-0037557,NA,NA,NA,NA,NA,NA
2022,8,00-0037557,NA,NA,NA,NA,NA,NA
2023,2,00-0037557,NA,NA,NA,NA,NA,NA
2023,4,00-0037557,NA,NA,NA,NA,NA,NA
2023,5,00-0037557,NA,NA,NA,NA,NA,NA
2023,6,00-0037557,NA,NA,NA,NA,NA,NA
2023,16,00-0037557,NA,NA,NA,NA,NA,NA
2023,17,00-0037557,NA,NA,NA,NA,NA,NA
2023,18,00-0037557,NA,NA,NA,NA,NA,NA
2023,19,00-0037557,NA,NA,NA,NA,NA,NA
2024,1,00-0037557,NA,NA,NA,NA,NA,NA
2024,2,00-0037557,NA,NA,NA,NA,NA,NA
2024,3,00-0037557,NA,NA,NA,NA,NA,NA
2024,4,00-0037557,NA,NA,NA,NA,NA,NA
2024,18,00-0037557,NA,NA,NA,NA,NA,NA
2024,19,00-0037557,NA,NA,NA,NA,NA,NA
2025,14,00-0037557,3.936,0.1640000000000006,NA,NA,NA,NA
2025,17,00-0037557,0.45,0.04999999999999999,3.936,3.936,0.1640000000000006,0.1640000000000006
2025,21,00-0037557,1.034,-1.034,2.193,2.193,0.10700000000000029,0.10700000000000029
2022,8,00-0037563,NA,NA,NA,NA,NA,NA
2022,10,00-0037563,NA,NA,NA,NA,NA,NA
2022,11,00-0037563,NA,NA,NA,NA,NA,NA
2022,13,00-0037563,NA,NA,NA,NA,NA,NA
2022,17,00-0037563,NA,NA,NA,NA,NA,NA
2022,18,00-0037563,NA,NA,NA,NA,NA,NA
2025,8,00-0037563,1.06,-0.76,NA,NA,NA,NA
2025,9,00-0037563,0.418,-0.11799999999999994,1.06,1.06,-0.76,-0.76
2025,11,00-0037563,4.579000000000001,-2.5790000000000006,0.739,0.739,-0.43899999999999995,-0.43899999999999995
2025,12,00-0037563,1.4320000000000002,0.9680000000000002,2.019,2.019,-1.1523333333333334,-1.1523333333333334
2025,13,00-0037563,1.45,9.25,2.1430000000000002,1.8722500000000002,-0.5763333333333335,-0.6222500000000001
2025,14,00-0037563,1.4829999999999999,-0.8829999999999998,2.487,1.7878,2.546333333333333,1.3521999999999998
2025,15,00-0037563,12.331999999999999,-1.6319999999999997,1.455,1.8724,3.111666666666667,1.3276
2025,16,00-0037563,3.918,-1.6179999999999999,5.088333333333333,4.2552,2.245,1.0248
2025,17,00-0037563,13.785,-3.4849999999999994,5.911,4.123,-1.3776666666666664,1.217
2022,3,00-0037569,NA,NA,NA,NA,NA,NA
2022,6,00-0037569,NA,NA,NA,NA,NA,NA
2022,7,00-0037569,NA,NA,NA,NA,NA,NA
2022,8,00-0037569,NA,NA,NA,NA,NA,NA
2022,10,00-0037569,NA,NA,NA,NA,NA,NA
2022,11,00-0037569,NA,NA,NA,NA,NA,NA
2022,12,00-0037569,NA,NA,NA,NA,NA,NA
2022,15,00-0037569,NA,NA,NA,NA,NA,NA
2022,17,00-0037569,NA,NA,NA,NA,NA,NA
2023,1,00-0037569,NA,NA,NA,NA,NA,NA
2023,2,00-0037569,NA,NA,NA,NA,NA,NA
2023,3,00-0037569,NA,NA,NA,NA,NA,NA
2023,15,00-0037569,NA,NA,NA,NA,NA,NA
2023,16,00-0037569,NA,NA,NA,NA,NA,NA
2023,17,00-0037569,NA,NA,NA,NA,NA,NA
2023,18,00-0037569,NA,NA,NA,NA,NA,NA
2024,9,00-0037569,NA,NA,NA,NA,NA,NA
2024,10,00-0037569,NA,NA,NA,NA,NA,NA
2024,11,00-0037569,NA,NA,NA,NA,NA,NA
2024,18,00-0037569,NA,NA,NA,NA,NA,NA
2022,1,00-0037570,NA,NA,NA,NA,NA,NA
2022,2,00-0037570,NA,NA,NA,NA,NA,NA
2024,11,00-0037578,NA,NA,NA,NA,NA,NA
2022,13,00-0037594,NA,NA,NA,NA,NA,NA
2022,14,00-0037594,NA,NA,NA,NA,NA,NA
2022,17,00-0037594,NA,NA,NA,NA,NA,NA
2024,6,00-0037594,NA,NA,NA,NA,NA,NA
2024,7,00-0037594,NA,NA,NA,NA,NA,NA
2024,8,00-0037594,NA,NA,NA,NA,NA,NA
2024,9,00-0037594,NA,NA,NA,NA,NA,NA
2024,12,00-0037594,NA,NA,NA,NA,NA,NA
2024,17,00-0037594,NA,NA,NA,NA,NA,NA
2024,18,00-0037594,NA,NA,NA,NA,NA,NA
2025,1,00-0037594,1.6910000000000003,-1.4910000000000003,NA,NA,NA,NA
2025,3,00-0037594,2.0170000000000003,0.5829999999999997,1.6910000000000003,1.6910000000000003,-1.4910000000000003,-1.4910000000000003
2025,4,00-0037594,1.77,-1.77,1.8540000000000003,1.8540000000000003,-0.4540000000000003,-0.4540000000000003
2025,5,00-0037594,1.037,-0.7369999999999999,1.8260000000000003,1.8260000000000003,-0.8926666666666668,-0.8926666666666668
2025,8,00-0037594,0.9580000000000002,-0.4580000000000002,1.608,1.6287500000000001,-0.6413333333333334,-0.8537500000000001
2025,12,00-0037594,0.871,-0.571,1.2550000000000001,1.4946000000000002,-0.9883333333333334,-0.7746000000000002
2025,16,00-0037594,0.22200000000000003,-0.12200000000000003,0.9553333333333334,1.3306,-0.5886666666666667,-0.5906
2023,13,00-0037607,NA,NA,NA,NA,NA,NA
2024,4,00-0037609,NA,NA,NA,NA,NA,NA
2024,5,00-0037609,NA,NA,NA,NA,NA,NA
2024,6,00-0037609,NA,NA,NA,NA,NA,NA
2023,2,00-0037614,NA,NA,NA,NA,NA,NA
2023,3,00-0037614,NA,NA,NA,NA,NA,NA
2023,4,00-0037614,NA,NA,NA,NA,NA,NA
2023,5,00-0037614,NA,NA,NA,NA,NA,NA
2023,9,00-0037614,NA,NA,NA,NA,NA,NA
2023,10,00-0037614,NA,NA,NA,NA,NA,NA
2023,11,00-0037614,NA,NA,NA,NA,NA,NA
2023,12,00-0037614,NA,NA,NA,NA,NA,NA
2023,13,00-0037614,NA,NA,NA,NA,NA,NA
2023,14,00-0037614,NA,NA,NA,NA,NA,NA
2023,15,00-0037614,NA,NA,NA,NA,NA,NA
2023,16,00-0037614,NA,NA,NA,NA,NA,NA
2023,17,00-0037614,NA,NA,NA,NA,NA,NA
2023,18,00-0037614,NA,NA,NA,NA,NA,NA
2023,19,00-0037614,NA,NA,NA,NA,NA,NA
2024,4,00-0037614,NA,NA,NA,NA,NA,NA
2024,8,00-0037614,NA,NA,NA,NA,NA,NA
2024,9,00-0037614,NA,NA,NA,NA,NA,NA
2024,10,00-0037614,NA,NA,NA,NA,NA,NA
2024,11,00-0037614,NA,NA,NA,NA,NA,NA
2024,12,00-0037614,NA,NA,NA,NA,NA,NA
2024,13,00-0037614,NA,NA,NA,NA,NA,NA
2024,15,00-0037614,NA,NA,NA,NA,NA,NA
2024,17,00-0037614,NA,NA,NA,NA,NA,NA
2024,18,00-0037614,NA,NA,NA,NA,NA,NA
2024,19,00-0037614,NA,NA,NA,NA,NA,NA
2024,20,00-0037614,NA,NA,NA,NA,NA,NA
2025,2,00-0037614,0.946,-0.44599999999999995,NA,NA,NA,NA
2025,3,00-0037614,1.019,0.28100000000000014,0.946,0.946,-0.44599999999999995,-0.44599999999999995
2025,4,00-0037614,1.9140000000000001,0.08599999999999985,0.9824999999999999,0.9824999999999999,-0.0824999999999999,-0.0824999999999999
2025,10,00-0037614,1.4860000000000002,-1.3860000000000001,1.293,1.293,-0.02633333333333332,-0.02633333333333332
2025,11,00-0037614,3.9340000000000006,8.065999999999999,1.473,1.34125,-0.33966666666666673,-0.36625
2025,12,00-0037614,7.167999999999999,8.332,2.444666666666667,1.8598000000000001,2.2553333333333327,1.3201999999999998
2025,13,00-0037614,9.659,-5.9590000000000005,4.196,3.1042,5.004,3.0758
2025,14,00-0037614,9.511000000000001,-4.111000000000001,6.920333333333334,4.8322,3.4796666666666662,1.8277999999999999
2025,15,00-0037614,5.373,-0.47299999999999986,8.779333333333334,6.3516,-0.5793333333333335,0.9883999999999997
2025,16,00-0037614,5.6770000000000005,-4.777,8.181000000000001,7.1290000000000004,-3.5143333333333335,1.1709999999999998
2025,17,00-0037614,2.751,2.8490000000000006,6.853666666666667,7.477600000000001,-3.1203333333333334,-1.3976000000000002
2025,18,00-0037614,3.436,0.06400000000000006,4.600333333333333,6.594200000000001,-0.8003333333333331,-2.4942
2022,2,00-0037617,NA,NA,NA,NA,NA,NA
2022,7,00-0037617,NA,NA,NA,NA,NA,NA
2022,9,00-0037617,NA,NA,NA,NA,NA,NA
2022,15,00-0037617,NA,NA,NA,NA,NA,NA
2022,16,00-0037617,NA,NA,NA,NA,NA,NA
2022,17,00-0037617,NA,NA,NA,NA,NA,NA
2022,18,00-0037617,NA,NA,NA,NA,NA,NA
2024,2,00-0037617,NA,NA,NA,NA,NA,NA
2024,6,00-0037617,NA,NA,NA,NA,NA,NA
2024,7,00-0037617,NA,NA,NA,NA,NA,NA
2024,8,00-0037617,NA,NA,NA,NA,NA,NA
2024,10,00-0037617,NA,NA,NA,NA,NA,NA
2024,11,00-0037617,NA,NA,NA,NA,NA,NA
2024,12,00-0037617,NA,NA,NA,NA,NA,NA
2024,13,00-0037617,NA,NA,NA,NA,NA,NA
2024,16,00-0037617,NA,NA,NA,NA,NA,NA
2024,17,00-0037617,NA,NA,NA,NA,NA,NA
2024,18,00-0037617,NA,NA,NA,NA,NA,NA
2024,19,00-0037617,NA,NA,NA,NA,NA,NA
2025,5,00-0037617,3.507,-1.5070000000000001,NA,NA,NA,NA
2025,6,00-0037617,3.8330000000000006,-1.0330000000000004,3.507,3.507,-1.5070000000000001,-1.5070000000000001
2025,7,00-0037617,2.229,-0.7290000000000001,3.6700000000000004,3.6700000000000004,-1.2700000000000002,-1.2700000000000002
2025,16,00-0037617,2.005,-0.6049999999999998,3.189666666666667,3.189666666666667,-1.0896666666666668,-1.0896666666666668
2025,18,00-0037617,0.559,-0.259,2.689,2.8935000000000004,-0.789,-0.9685000000000001
2023,15,00-0037654,NA,NA,NA,NA,NA,NA
2024,11,00-0037654,NA,NA,NA,NA,NA,NA
2024,12,00-0037654,NA,NA,NA,NA,NA,NA
2024,13,00-0037654,NA,NA,NA,NA,NA,NA
2024,14,00-0037654,NA,NA,NA,NA,NA,NA
2024,15,00-0037654,NA,NA,NA,NA,NA,NA
2024,16,00-0037654,NA,NA,NA,NA,NA,NA
2024,17,00-0037654,NA,NA,NA,NA,NA,NA
2024,19,00-0037654,NA,NA,NA,NA,NA,NA
2025,3,00-0037654,1.617,-1.617,NA,NA,NA,NA
2025,4,00-0037654,0.8740000000000001,-0.8740000000000001,1.617,1.617,-1.617,-1.617
2025,9,00-0037654,1.036,0.6640000000000001,1.2455,1.2455,-1.2455,-1.2455
2025,10,00-0037654,1.1580000000000001,0.04200000000000004,1.1756666666666666,1.1756666666666666,-0.609,-0.609
2025,19,00-0037654,3.748,-1.048,1.0226666666666668,1.1712500000000001,-0.05599999999999997,-0.44625
2022,1,00-0037664,NA,NA,NA,NA,NA,NA
2022,3,00-0037664,NA,NA,NA,NA,NA,NA
2022,4,00-0037664,NA,NA,NA,NA,NA,NA
2022,5,00-0037664,NA,NA,NA,NA,NA,NA
2022,6,00-0037664,NA,NA,NA,NA,NA,NA
2022,7,00-0037664,NA,NA,NA,NA,NA,NA
2022,8,00-0037664,NA,NA,NA,NA,NA,NA
2022,9,00-0037664,NA,NA,NA,NA,NA,NA
2022,10,00-0037664,NA,NA,NA,NA,NA,NA
2022,11,00-0037664,NA,NA,NA,NA,NA,NA
2022,12,00-0037664,NA,NA,NA,NA,NA,NA
2022,13,00-0037664,NA,NA,NA,NA,NA,NA
2022,15,00-0037664,NA,NA,NA,NA,NA,NA
2022,16,00-0037664,NA,NA,NA,NA,NA,NA
2022,17,00-0037664,NA,NA,NA,NA,NA,NA
2022,18,00-0037664,NA,NA,NA,NA,NA,NA
2023,1,00-0037664,NA,NA,NA,NA,NA,NA
2023,2,00-0037664,NA,NA,NA,NA,NA,NA
2023,3,00-0037664,NA,NA,NA,NA,NA,NA
2023,4,00-0037664,NA,NA,NA,NA,NA,NA
2023,5,00-0037664,NA,NA,NA,NA,NA,NA
2023,6,00-0037664,NA,NA,NA,NA,NA,NA
2023,7,00-0037664,NA,NA,NA,NA,NA,NA
2023,8,00-0037664,NA,NA,NA,NA,NA,NA
2023,9,00-0037664,NA,NA,NA,NA,NA,NA
2023,10,00-0037664,NA,NA,NA,NA,NA,NA
2023,12,00-0037664,NA,NA,NA,NA,NA,NA
2023,13,00-0037664,NA,NA,NA,NA,NA,NA
2023,14,00-0037664,NA,NA,NA,NA,NA,NA
2023,15,00-0037664,NA,NA,NA,NA,NA,NA
2023,16,00-0037664,NA,NA,NA,NA,NA,NA
2023,17,00-0037664,NA,NA,NA,NA,NA,NA
2023,18,00-0037664,NA,NA,NA,NA,NA,NA
2024,1,00-0037664,NA,NA,NA,NA,NA,NA
2024,2,00-0037664,NA,NA,NA,NA,NA,NA
2024,3,00-0037664,NA,NA,NA,NA,NA,NA
2024,4,00-0037664,NA,NA,NA,NA,NA,NA
2024,5,00-0037664,NA,NA,NA,NA,NA,NA
2024,6,00-0037664,NA,NA,NA,NA,NA,NA
2024,7,00-0037664,NA,NA,NA,NA,NA,NA
2024,8,00-0037664,NA,NA,NA,NA,NA,NA
2024,9,00-0037664,NA,NA,NA,NA,NA,NA
2024,10,00-0037664,NA,NA,NA,NA,NA,NA
2024,11,00-0037664,NA,NA,NA,NA,NA,NA
2024,12,00-0037664,NA,NA,NA,NA,NA,NA
2024,13,00-0037664,NA,NA,NA,NA,NA,NA
2024,15,00-0037664,NA,NA,NA,NA,NA,NA
2024,17,00-0037664,NA,NA,NA,NA,NA,NA
2024,18,00-0037664,NA,NA,NA,NA,NA,NA
2025,1,00-0037664,7.3420000000000005,-3.242000000000001,NA,NA,NA,NA
2025,2,00-0037664,7.635,1.165000000000001,7.3420000000000005,7.3420000000000005,-3.242000000000001,-3.242000000000001
2025,3,00-0037664,9.732999999999999,-1.0329999999999995,7.4885,7.4885,-1.0385,-1.0385
2025,6,00-0037664,6.8500000000000005,-1.0499999999999998,8.236666666666666,8.236666666666666,-1.0366666666666664,-1.0366666666666664
2025,7,00-0037664,19.586,-7.285999999999998,8.072666666666667,7.89,-0.30599999999999944,-1.0399999999999998
2025,8,00-0037664,10.31,-2.41,12.056333333333333,10.229199999999999,-3.122999999999999,-2.2891999999999992
2025,9,00-0037664,19.651,-5.151,12.248666666666667,10.822799999999999,-3.5819999999999994,-2.1227999999999994
2025,10,00-0037664,11.099000000000002,5.300999999999997,16.515666666666668,13.225999999999999,-4.948999999999999,-3.3859999999999992
2025,12,00-0037664,5.132,-2.0319999999999996,13.686666666666667,13.4992,-0.7533333333333344,-2.1192
2025,13,00-0037664,10.001000000000001,5.7989999999999995,11.960666666666667,13.1556,-0.6273333333333343,-2.3156000000000003
2025,14,00-0037664,10.717,-0.21700000000000053,8.744000000000002,11.2386,3.0226666666666655,0.30139999999999934
2025,15,00-0037664,1.1830000000000003,0.9169999999999998,8.616666666666667,11.32,1.1833333333333331,0.7399999999999992
2025,16,00-0037664,8.887,13.713000000000001,7.3003333333333345,7.6264,2.1663333333333328,1.9535999999999991
2025,17,00-0037664,8.188,-8.188,6.929,7.184,4.804333333333333,3.636
2025,18,00-0037664,10.899000000000001,16.301000000000002,6.086,7.7952,2.1473333333333335,2.4048
2022,3,00-0037666,NA,NA,NA,NA,NA,NA
2022,11,00-0037666,NA,NA,NA,NA,NA,NA
2023,1,00-0037666,NA,NA,NA,NA,NA,NA
2023,2,00-0037666,NA,NA,NA,NA,NA,NA
2023,4,00-0037666,NA,NA,NA,NA,NA,NA
2023,8,00-0037666,NA,NA,NA,NA,NA,NA
2023,9,00-0037666,NA,NA,NA,NA,NA,NA
2023,10,00-0037666,NA,NA,NA,NA,NA,NA
2023,11,00-0037666,NA,NA,NA,NA,NA,NA
2023,12,00-0037666,NA,NA,NA,NA,NA,NA
2023,13,00-0037666,NA,NA,NA,NA,NA,NA
2023,14,00-0037666,NA,NA,NA,NA,NA,NA
2023,16,00-0037666,NA,NA,NA,NA,NA,NA
2023,17,00-0037666,NA,NA,NA,NA,NA,NA
2023,18,00-0037666,NA,NA,NA,NA,NA,NA
2023,19,00-0037666,NA,NA,NA,NA,NA,NA
2024,1,00-0037666,NA,NA,NA,NA,NA,NA
2024,2,00-0037666,NA,NA,NA,NA,NA,NA
2024,3,00-0037666,NA,NA,NA,NA,NA,NA
2024,4,00-0037666,NA,NA,NA,NA,NA,NA
2024,5,00-0037666,NA,NA,NA,NA,NA,NA
2024,6,00-0037666,NA,NA,NA,NA,NA,NA
2024,8,00-0037666,NA,NA,NA,NA,NA,NA
2024,9,00-0037666,NA,NA,NA,NA,NA,NA
2024,10,00-0037666,NA,NA,NA,NA,NA,NA
2024,11,00-0037666,NA,NA,NA,NA,NA,NA
2024,12,00-0037666,NA,NA,NA,NA,NA,NA
2024,13,00-0037666,NA,NA,NA,NA,NA,NA
2024,14,00-0037666,NA,NA,NA,NA,NA,NA
2024,15,00-0037666,NA,NA,NA,NA,NA,NA
2024,16,00-0037666,NA,NA,NA,NA,NA,NA
2024,17,00-0037666,NA,NA,NA,NA,NA,NA
2024,18,00-0037666,NA,NA,NA,NA,NA,NA
2025,1,00-0037666,3.996,-3.496,NA,NA,NA,NA
2025,2,00-0037666,4.638000000000001,-2.0380000000000007,3.996,3.996,-3.496,-3.496
2025,3,00-0037666,9.838000000000001,-5.938000000000001,4.317,4.317,-2.7670000000000003,-2.7670000000000003
2025,4,00-0037666,8.917,-0.8169999999999984,6.157333333333334,6.157333333333334,-3.8240000000000003,-3.8240000000000003
2025,5,00-0037666,1.7590000000000001,-1.7590000000000001,7.797666666666667,6.847250000000001,-2.931,-3.07225
2025,6,00-0037666,0.9390000000000001,0.361,6.838,5.8296,-2.8379999999999996,-2.8096
2025,7,00-0037666,3.737,-1.637,3.8716666666666666,5.2182,-0.7383333333333328,-2.0382
2025,8,00-0037666,3.14,8.559999999999999,2.145,5.038,-1.0116666666666667,-1.9579999999999997
2025,11,00-0037666,1.054,-1.054,2.6053333333333333,3.6984,2.4279999999999995,0.9416
2025,17,00-0037666,12.852,-7.752000000000001,2.643666666666667,2.1258,1.9563333333333328,0.8941999999999997
2025,18,00-0037666,1.173,-1.173,5.682,4.3444,-0.08200000000000067,-0.3044000000000004
2025,15,00-0037692,0.7440000000000001,-0.14400000000000002,NA,NA,NA,NA
2022,8,00-0037708,NA,NA,NA,NA,NA,NA
2022,1,00-0037740,NA,NA,NA,NA,NA,NA
2022,2,00-0037740,NA,NA,NA,NA,NA,NA
2022,3,00-0037740,NA,NA,NA,NA,NA,NA
2022,4,00-0037740,NA,NA,NA,NA,NA,NA
2022,5,00-0037740,NA,NA,NA,NA,NA,NA
2022,6,00-0037740,NA,NA,NA,NA,NA,NA
2022,7,00-0037740,NA,NA,NA,NA,NA,NA
2022,8,00-0037740,NA,NA,NA,NA,NA,NA
2022,9,00-0037740,NA,NA,NA,NA,NA,NA
2022,11,00-0037740,NA,NA,NA,NA,NA,NA
2022,12,00-0037740,NA,NA,NA,NA,NA,NA
2022,13,00-0037740,NA,NA,NA,NA,NA,NA
2022,14,00-0037740,NA,NA,NA,NA,NA,NA
2022,15,00-0037740,NA,NA,NA,NA,NA,NA
2022,16,00-0037740,NA,NA,NA,NA,NA,NA
2022,17,00-0037740,NA,NA,NA,NA,NA,NA
2022,18,00-0037740,NA,NA,NA,NA,NA,NA
2023,1,00-0037740,NA,NA,NA,NA,NA,NA
2023,2,00-0037740,NA,NA,NA,NA,NA,NA
2023,3,00-0037740,NA,NA,NA,NA,NA,NA
2023,4,00-0037740,NA,NA,NA,NA,NA,NA
2023,5,00-0037740,NA,NA,NA,NA,NA,NA
2023,6,00-0037740,NA,NA,NA,NA,NA,NA
2023,8,00-0037740,NA,NA,NA,NA,NA,NA
2023,9,00-0037740,NA,NA,NA,NA,NA,NA
2023,10,00-0037740,NA,NA,NA,NA,NA,NA
2023,11,00-0037740,NA,NA,NA,NA,NA,NA
2023,12,00-0037740,NA,NA,NA,NA,NA,NA
2023,13,00-0037740,NA,NA,NA,NA,NA,NA
2023,14,00-0037740,NA,NA,NA,NA,NA,NA
2023,15,00-0037740,NA,NA,NA,NA,NA,NA
2023,16,00-0037740,NA,NA,NA,NA,NA,NA
2023,17,00-0037740,NA,NA,NA,NA,NA,NA
2023,18,00-0037740,NA,NA,NA,NA,NA,NA
2024,1,00-0037740,NA,NA,NA,NA,NA,NA
2024,2,00-0037740,NA,NA,NA,NA,NA,NA
2024,3,00-0037740,NA,NA,NA,NA,NA,NA
2024,4,00-0037740,NA,NA,NA,NA,NA,NA
2024,5,00-0037740,NA,NA,NA,NA,NA,NA
2024,6,00-0037740,NA,NA,NA,NA,NA,NA
2024,7,00-0037740,NA,NA,NA,NA,NA,NA
2024,8,00-0037740,NA,NA,NA,NA,NA,NA
2024,9,00-0037740,NA,NA,NA,NA,NA,NA
2024,10,00-0037740,NA,NA,NA,NA,NA,NA
2024,11,00-0037740,NA,NA,NA,NA,NA,NA
2024,13,00-0037740,NA,NA,NA,NA,NA,NA
2024,14,00-0037740,NA,NA,NA,NA,NA,NA
2024,15,00-0037740,NA,NA,NA,NA,NA,NA
2024,16,00-0037740,NA,NA,NA,NA,NA,NA
2024,17,00-0037740,NA,NA,NA,NA,NA,NA
2024,18,00-0037740,NA,NA,NA,NA,NA,NA
2025,1,00-0037740,10.348,8.652,NA,NA,NA,NA
