season,week,defense,position,def_pos_residual,def_pos_fppg_allowed
2024,14,CIN,RB,0.7586775348732868,5.566666666666667
2024,14,CIN,TE,-2.484920215717155,1.975
2024,14,CIN,WR,-0.818196181407094,4.8
2024,14,CLE,QB,0.14730663523261,16.02
2024,14,CLE,RB,-1.6892600835726828,6.7
2024,14,CLE,TE,-0.07740284715355401,4.233333333333333
2024,14,CLE,WR,-0.2114925532534432,3.7600000000000002
2024,14,DAL,QB,-0.924425985640358,24.56
2024,14,DAL,RB,2.8173610801261444,11.450000000000001
2024,14,DAL,TE,-1.5127604558349592,2.8666666666666667
2024,14,DAL,WR,-0.5734186753492156,11.875
2024,14,DET,QB,-2.237485359519111,14.540000000000001
2024,14,DET,RB,-0.488150327007329,8.533333333333333
2024,14,DET,TE,2.2669002838939485,6.15
2024,14,DET,WR,-0.731256482701447,6.766666666666667
2024,14,GB,QB,2.7306470890033765,22.02
2024,14,GB,RB,0.34548226721712183,16.6
2024,14,GB,TE,-3.1402789105234317,3.95
2024,14,GB,WR,0.8591387261219025,9.4
2024,14,JAX,QB,-8.203760288108734,7.02
2024,14,JAX,RB,0.6209861697017194,8.100000000000001
2024,14,JAX,TE,-0.8419357580461271,1.825
2024,14,JAX,WR,-3.287849573036441,3.02
2024,14,KC,QB,-5.713465914810385,7.459999999999999
2024,14,KC,RB,2.617164476597953,6.5
2024,14,KC,TE,0.27336846821306354,3.4333333333333336
2024,14,KC,WR,1.631133766571179,5.5
2024,14,LA,QB,29.30680972963238,51.88
2024,14,LA,RB,-2.4042073243639464,5.466666666666667
2024,14,LA,TE,-4.4944331246768305,1
2024,14,LA,WR,3.957902034065955,9.58
2024,14,LAC,QB,-5.579903709068766,14.100000000000001
2024,14,LAC,RB,-2.2052487061939225,4.3
2024,14,LAC,TE,-3.5367205637840278,3.8666666666666667
2024,14,LAC,WR,-0.235635186185494,5.6
2024,14,LV,QB,7.626110182331093,21
2024,14,LV,RB,-0.3476525295732153,10.299999999999999
2024,14,LV,TE,1.0658789683723644,4.25
2024,14,LV,WR,1.814355657976085,6.183333333333334
2024,14,MIA,QB,6.12428201609122,17.560000000000002
2024,14,MIA,RB,4.814213713372773,8.1
2024,14,MIA,TE,-0.858089328998552,1.6000000000000003
2024,14,MIA,WR,2.3369878484587847,9.65
2024,14,MIN,QB,1.491725740278472,9.76
2024,14,MIN,RB,3.014330092144211,10.466666666666667
2024,14,MIN,TE,-0.5027940593314508,1.75
2024,14,MIN,WR,5.892152216228452,13.600000000000001
2024,14,NO,QB,5.780445666059816,14.98
2024,14,NO,RB,0.4760450581307718,8.8
2024,14,NO,TE,5.4719829908056266,7
2024,14,NO,WR,-0.31588905286666985,3.6500000000000004
2024,14,NYG,QB,-4.6335842506434215,5.930000000000001
2024,14,NYG,RB,0.5467664612246471,7.366666666666666
2024,14,NYG,TE,2.9701456271122133,6.5
2024,14,NYG,WR,-3.5341501458527365,2.6
2024,14,NYJ,QB,0.5731155556945993,23.540000000000003
2024,14,NYJ,RB,-1.010685519200745,6.6000000000000005
