season,team,team_pass_attempts_pg,team_carries_pg,team_pass_yd_pg,team_rush_yd_pg,team_points_proxy_pg,team_attempts_total,team_carries_total,prior_season,team_prior_pass_attempts_pg,team_prior_carries_pg,team_prior_pass_yd_pg,team_prior_rush_yd_pg,team_prior_points_pg,target_team_pass_attempts_pg,target_team_carries_pg,team_prior_pass_rate,team_prior_neutral_pass_rate,team_prior_plays_pg,team_prior_redzone_pass_rate,team_prior_redzone_rush_rate,team_prior_deep_throw_rate,team_prior_shotgun_rate,team_prior_no_huddle_rate,team_prior_avg_air_yards
2023,BAL,29.058823529411764,31.823529411764707,228.2941176470588,156.52941176470588,40.31411764705882,494,541,2022,28.705882352941178,30.941176470588236,188.35294117647058,160,32.945882352941176,29.058823529411764,31.823529411764707,0.538899430740038,0.5369978858350951,62,0.5085714285714286,0.49142857142857144,0.1650853889943074,0.8700189753320683,0.04838709677419355,8.225409836065573
2024,BAL,28.058823529411764,32.588235294117645,246.41176470588235,187.58823529411765,45.67411764705883,477,554,2023,29.058823529411764,31.823529411764707,228.2941176470588,156.52941176470588,40.31411764705882,28.058823529411764,32.588235294117645,0.564935064935065,0.5942982456140351,63.411764705882355,0.4583333333333333,0.5416666666666667,0.1772388059701493,0.8367346938775511,0.06771799628942486,8.277327935222672
2025,BAL,24.823529411764707,29.823529411764707,192.8235294117647,156.58823529411765,36.90117647058823,422,507,2024,28.058823529411764,32.588235294117645,246.41176470588235,187.58823529411765,45.67411764705883,24.823529411764707,29.823529411764707,0.5189035916824196,0.5177304964539007,62.23529411764706,0.49390243902439024,0.5060975609756098,0.22664015904572565,0.6890359168241966,0.05860113421550094,8.725366876310273
2015,BUF,29.0625,31.8125,225,152,37.075,465,509,2014,36.1875,25.125,241,92.625,27.277500000000003,29.0625,31.8125,0,0,0,0,0,0,0,0,0
2016,BUF,29.625,30.75,203.125,164.375,39.6875,474,492,2015,29.0625,31.8125,225,152,37.075,29.625,30.75,0,0,0,0,0,0,0,0,0
2017,BUF,29.6875,30.4375,191.5625,126.0625,28.768750000000004,475,487,2016,29.625,30.75,203.125,164.375,39.6875,29.6875,30.4375,0,0,0,0,0,0,0,0,0
2018,BUF,31.125,29.25,190.75,124,28.905,498,468,2017,29.6875,30.4375,191.5625,126.0625,28.768750000000004,31.125,29.25,0,0,0,0,0,0,0,0,0
2019,BUF,32.0625,29.0625,217.25,128.375,31.6525,513,465,2018,31.125,29.25,190.75,124,28.905,32.0625,29.0625,0.5910891089108911,0.46546546546546547,63.125,0.5084745762711864,0.4915254237288136,0.26199261992619927,0.5673267326732673,0.07425742574257425,9.92570281124498
2020,BUF,37.25,25.6875,299.125,107.6875,38.73375,596,411,2019,32.0625,29.0625,217.25,128.375,31.6525,37.25,25.6875,0.5866797257590598,0.5657015590200446,63.8125,0.5285714285714286,0.4714285714285714,0.22702702702702704,0.6033300685602351,0.15083251714005877,9.134502923976608
2021,BUF,38.529411764705884,27.11764705882353,261.7647058823529,129.94117647058823,38.99411764705882,655,461,2020,37.25,25.6875,299.125,107.6875,38.73375,38.529411764705884,27.11764705882353,0.6309178743961352,0.6240963855421687,64.6875,0.569060773480663,0.430939226519337,0.1971153846153846,0.6869565217391305,0.0647342995169082,8.61241610738255
2022,BUF,33.76470588235294,25.294117647058822,252.41176470588235,131.2941176470588,36.75529411764706,574,430,2021,38.529411764705884,27.11764705882353,261.7647058823529,129.94117647058823,38.99411764705882,33.76470588235294,25.294117647058822,0.6379460400348129,0.6297229219143576,67.58823529411765,0.5967741935483871,0.4032258064516129,0.19825072886297376,0.7180156657963447,0.11836379460400348,8.17557251908397
2023,BUF,34.05882352941177,30.11764705882353,253.2941176470588,130.11764705882354,37.731764705882355,579,512,2022,33.76470588235294,25.294117647058822,252.41176470588235,131.2941176470588,36.75529411764706,34.05882352941177,30.11764705882353,0.6336538461538461,0.6359918200408998,65,0.5628415300546448,0.43715846994535523,0.2450657894736842,0.7221153846153846,0.09519230769230767,9.209059233449477
2024,BUF,30.58823529411765,28.88235294117647,231.64705882352942,131.1764705882353,40.73647058823529,520,491,2023,34.05882352941177,30.11764705882353,253.2941176470588,130.11764705882354,37.731764705882355,30.58823529411765,28.88235294117647,0.5853440571939231,0.5835095137420718,65.82352941176471,0.4895833333333333,0.5104166666666667,0.23228995057660623,0.7265415549597856,0.128686327077748,8.67357512953368
2025,BUF,29.11764705882353,32.1764705882353,234.1764705882353,159.64705882352942,42.74352941176471,495,547,2024,30.58823529411765,28.88235294117647,231.64705882352942,131.1764705882353,40.73647058823529,29.11764705882353,32.1764705882353,0.564327485380117,0.5523809523809524,60.35294117647059,0.4564102564102564,0.5435897435897437,0.2411214953271028,0.6442495126705653,0.06335282651072124,8.196153846153846
2015,CAR,31.3125,32.875,242.0625,142.625,39.82,501,526,2014,34.0625,29.5625,239.25,127.25,31.795,31.3125,32.875,0,0,0,0,0,0,0,0,0
2016,CAR,35.1875,28.3125,247.625,113.375,32.4925,563,453,2015,31.3125,32.875,242.0625,142.625,39.82,35.1875,28.3125,0,0,0,0,0,0,0,0,0
2017,CAR,31.3125,30.625,207.4375,131.375,32.56,501,490,2016,35.1875,28.3125,247.625,113.375,32.4925,31.3125,30.625,0,0,0,0,0,0,0,0,0
2018,CAR,35.1875,26,254.4375,133.5,36.9025,563,416,2017,31.3125,30.625,207.4375,131.375,32.56,35.1875,26,0,0,0,0,0,0,0,0,0
2019,CAR,39.5625,24.125,258.375,113.6875,33.45375,633,386,2018,35.1875,26,254.4375,133.5,36.9025,39.5625,24.125,0.6200787401574803,0.5257452574525745,63.5,0.5157232704402516,0.48427672955974843,0.17696160267111852,0.7539370078740157,0.08070866141732283,7.390763765541741
2020,CAR,34.375,25.4375,258.0625,106.5,32.0975,550,407,2019,39.5625,24.125,258.375,113.6875,33.45375,34.375,25.4375,0.6648148148148149,0.5664893617021277,67.5,0.5584415584415584,0.4415584415584416,0.19336219336219335,0.7138888888888889,0.07962962962962963,8.371248025276461
2021,CAR,35.23529411764706,26.764705882352942,210.1764705882353,108.3529411764706,28.536470588235293,599,455,2020,34.375,25.4375,258.0625,106.5,32.0975,35.23529411764706,26.764705882352942,0.629145728643216,0.5802139037433155,62.1875,0.5060240963855421,0.49397590361445787,0.1904761904761905,0.6080402010050251,0.0321608040201005,7.493624772313296
2022,CAR,26.88235294117647,28.41176470588235,190.94117647058823,130,30.049411764705884,457,483,2021,35.23529411764706,26.764705882352942,210.1764705882353,108.3529411764706,28.536470588235293,26.88235294117647,28.41176470588235,0.6162162162162163,0.48130841121495327,65.29411764705883,0.4859154929577465,0.5140845070422535,0.1636085626911315,0.6612612612612613,0.12612612612612611,7.398659966499163
2023,CAR,34.470588235294116,26.176470588235293,190.88235294117646,104.05882352941177,23.57058823529412,586,445,2022,26.88235294117647,28.41176470588235,190.94117647058823,130,30.049411764705884,34.470588235294116,26.176470588235293,0.523469387755102,0.47911547911547914,57.64705882352941,0.42105263157894735,0.5789473684210527,0.20445344129554657,0.5408163265306123,0.09081632653061224,7.266958424507659
2024,CAR,32.1764705882353,24.11764705882353,200.64705882352942,110.47058823529412,30.60235294117647,547,410,2023,34.470588235294116,26.176470588235293,190.88235294117646,104.05882352941177,23.57058823529412,32.1764705882353,24.11764705882353,0.6223839854413102,0.4954954954954955,64.6470588235294,0.4793388429752066,0.5206611570247934,0.18865030674846625,0.8234758871701547,0.11282984531392176,7.648464163822526
2025,CAR,30.294117647058822,27.11764705882353,194.35294117647058,116.29411764705883,28.22705882352941,515,461,2024,32.1764705882353,24.11764705882353,200.64705882352942,110.47058823529412,30.60235294117647,30.294117647058822,27.11764705882353,0.6305220883534136,0.5131578947368421,58.588235294117645,0.6163522012578616,0.3836477987421384,0.2188034188034188,0.6746987951807228,0.071285140562249,8.160877513711151
2015,CHI,32.6875,29.25,240.1875,115.875,31.32,523,468,2014,38.0625,22.1875,252.1875,90.0625,29.59375,32.6875,29.25,0,0,0,0,0,0,0,0,0
2016,CHI,34.9375,23.75,258.6875,108.4375,29.69125,559,380,2015,32.6875,29.25,240.1875,115.875,31.32,34.9375,23.75,0,0,0,0,0,0,0,0,0
2017,CHI,29.5625,26.375,192.8125,111.75,27.012500000000003,473,422,2016,34.9375,23.75,258.6875,108.4375,29.69125,29.5625,26.375,0,0,0,0,0,0,0,0,0
2018,CHI,32,29.25,234.1875,121.125,34.480000000000004,512,468,2017,29.5625,26.375,192.8125,111.75,27.012500000000003,32,29.25,0,0,0,0,0,0,0,0,0
2019,CHI,36.25,24.6875,223.3125,91.125,26.045,580,395,2018,32,29.25,234.1875,121.125,34.480000000000004,36.25,24.6875,0.5776031434184676,0.5432098765432098,63.625,0.5972222222222222,0.4027777777777778,0.21636363636363637,0.7829076620825147,0.03536345776031434,8.79296875
2020,CHI,38.375,24.5625,245.3125,102.9375,31.106250000000003,614,393,2019,36.25,24.6875,223.3125,91.125,26.045,38.375,24.5625,0.6366307541625857,0.5800970873786407,63.8125,0.6141732283464567,0.3858267716535433,0.19169329073482427,0.7639569049951028,0.14397649363369247,7.824137931034483
2021,CHI,31.88235294117647,27.941176470588236,213.8235294117647,118.70588235294117,29.129411764705885,542,475,2020,38.375,24.5625,245.3125,102.9375,31.106250000000003,31.88235294117647,27.941176470588236,0.6424474187380497,0.5529715762273901,65.375,0.5976331360946746,0.4023668639053254,0.19478527607361965,0.6395793499043977,0.09560229445506692,7.957516339869281
2022,CHI,22.176470588235293,32.8235294117647,152.8235294117647,177.2941176470588,34.66588235294118,377,558,2021,31.88235294117647,27.941176470588236,213.8235294117647,118.70588235294117,29.129411764705885,22.176470588235293,32.8235294117647,0.6135310472659871,0.47074468085106386,63.47058823529411,0.536144578313253,0.463855421686747,0.1804635761589404,0.6607970342910102,0.10750695088044486,8.293357933579335
2023,CHI,30.176470588235293,31.41176470588235,201.23529411764707,141.11764705882354,32.27882352941177,513,534,2022,22.176470588235293,32.8235294117647,152.8235294117647,177.2941176470588,34.66588235294118,30.176470588235293,31.41176470588235,0.5110220440881763,0.4400921658986175,58.705882352941174,0.4084507042253521,0.5915492957746479,0.20909090909090908,0.655310621242485,0.05511022044088176,9.087533156498674
2024,CHI,33.294117647058826,25.352941176470587,208.94117647058823,102,27.851764705882353,566,431,2023,30.176470588235293,31.41176470588235,201.23529411764707,141.11764705882354,32.27882352941177,33.294117647058826,25.352941176470587,0.5640326975476839,0.504950495049505,64.76470588235294,0.567741935483871,0.432258064516129,0.16784452296819788,0.7638510445049954,0.08174386920980926,7.358674463937622
2025,CHI,33.76470588235294,29.705882352941178,234.76470588235293,144.47058823529412,37.131764705882354,574,505,2024,33.294117647058826,25.352941176470587,208.94117647058823,102,27.851764705882353,33.76470588235294,29.705882352941178,0.6455813953488372,0.5211970074812967,63.23529411764706,0.6180555555555556,0.3819444444444444,0.1940993788819876,0.6995348837209302,0.2576744186046512,8.010600706713781
2015,CIN,31.5625,29.1875,256.5,112.8125,36.04125,505,467,2014,31.4375,30.75,221.9375,134.1875,34.42125,31.5625,29.1875,0,0,0,0,0,0,0,0,0
2016,CIN,35.1875,27.875,262.875,110.5625,32.44625,563,446,2015,31.5625,29.1875,256.5,112.8125,36.04125,35.1875,27.875,0,0,0,0,0,0,0,0,0
2017,CIN,31.875,23.5625,211.625,85.375,25.502499999999998,510,377,2016,35.1875,27.875,262.875,110.5625,32.44625,31.875,23.5625,0,0,0,0,0,0,0,0,0
2018,CIN,33.875,22.4375,223.0625,105.125,31.060000000000002,542,359,2017,31.875,23.5625,211.625,85.375,25.502499999999998,33.875,22.4375,0,0,0,0,0,0,0,0,0
2019,CIN,38.5,24.0625,249.625,94.8125,27.341250000000002,616,385,2018,33.875,22.4375,223.0625,105.125,31.060000000000002,38.5,24.0625,0.643312101910828,0.5833333333333334,58.875,0.6341463414634146,0.36585365853658536,0.1972555746140652,0.6539278131634819,0.03503184713375796,8.042435424354244
2020,CIN,36.3125,25.6875,237.0625,104.25,29.5325,581,411,2019,38.5,24.0625,249.625,94.8125,27.341250000000002,36.3125,25.6875,0.6482889733840305,0.5343511450381679,65.75,0.6232876712328768,0.37671232876712324,0.17867867867867868,0.6834600760456274,0.0370722433460076,8.152597402597403
2021,CIN,32.64705882352941,25.647058823529413,282.70588235294116,102.47058823529412,35.672941176470594,555,436,2020,36.3125,25.6875,237.0625,104.25,29.5325,32.64705882352941,25.647058823529413,0.6269230769230769,0.5597014925373134,65,0.5844155844155844,0.4155844155844156,0.18441971383147857,0.7596153846153846,0.02115384615384615,8.15
2022,CIN,35.88235294117647,23.470588235294116,265.88235294117646,89.88235294117646,32.800000000000004,610,399,2021,32.64705882352941,25.647058823529413,282.70588235294116,102.47058823529412,35.672941176470594,35.88235294117647,23.470588235294116,0.6022835394862036,0.5577395577395577,61.8235294117647,0.5642857142857143,0.4357142857142857,0.17128874388254486,0.6165556612749762,0.04852521408182683,7.936823104693141
2023,CIN,36.1764705882353,22.529411764705884,250.41176470588235,89.82352941176471,29.587058823529414,615,383,2022,35.88235294117647,23.470588235294116,265.88235294117646,89.88235294117646,32.800000000000004,36.1764705882353,22.529411764705884,0.647780925401322,0.6482939632545932,66.1875,0.5860215053763441,0.4139784946236559,0.1471927162367223,0.7667610953729934,0.04249291784702549,6.840983606557377
2024,CIN,38.35294117647059,22.352941176470587,289.29411764705884,92.58823529411765,34.830588235294115,652,380,2023,36.1764705882353,22.529411764705884,250.41176470588235,89.82352941176471,29.587058823529414,38.35294117647059,22.352941176470587,0.663489037178265,0.6268980477223427,61.705882352941174,0.5680473372781065,0.4319526627218935,0.13963963963963963,0.8398474737845567,0.03431839847473784,6.315960912052117
2025,CIN,37.64705882352941,22.41176470588235,249.64705882352942,93.58823529411765,31.69764705882353,640,381,2024,38.35294117647059,22.352941176470587,289.29411764705884,92.58823529411765,34.830588235294115,37.64705882352941,22.41176470588235,0.6685133887349953,0.6461864406779662,63.705882352941174,0.6666666666666666,0.33333333333333337,0.1396011396011396,0.8291782086795937,0.03047091412742382,7.076687116564417
2015,CLE,38.0625,23.75,259.75,95.5625,26.82125,609,380,2014,31.375,29.8125,229.875,108,29.37,38.0625,23.75,0,0,0,0,0,0,0,0,0
2016,CLE,35.4375,21.875,230.8125,107,28.5575,567,350,2015,38.0625,23.75,259.75,95.5625,26.82125,35.4375,21.875,0,0,0,0,0,0,0,0,0
2017,CLE,35.875,24,221.0625,107.125,27.43,574,384,2016,35.4375,21.875,230.8125,107,28.5575,35.875,24,0,0,0,0,0,0,0,0,0
2018,CLE,35.875,25.6875,266.3125,118.3125,35.35875,574,411,2017,35.875,24,221.0625,107.125,27.43,35.875,25.6875,0,0,0,0,0,0,0,0,0
2019,CLE,33.6875,24.5625,240.4375,118.8125,32.62375,539,393,2018,35.875,25.6875,266.3125,118.3125,35.35875,33.6875,24.5625,0.6263310745401742,0.5189873417721519,64.5625,0.5736434108527132,0.4263565891472868,0.2661290322580645,0.6214908034849952,0.04743465634075508,9.494773519163765
2020,CLE,31.3125,30.9375,231.3125,148.375,38.714999999999996,501,495,2019,33.6875,24.5625,240.4375,118.8125,32.62375,31.3125,30.9375,0.6147540983606558,0.5670103092783505,61,0.5859872611464968,0.4140127388535032,0.20926243567753003,0.6618852459016393,0.04610655737704918,8.595547309833025
2021,CLE,30.58823529411765,28.529411764705884,212.88235294117646,145.35294117647058,35.05058823529412,520,485,2020,31.3125,30.9375,231.3125,148.375,38.714999999999996,30.58823529411765,28.529411764705884,0.5400390625,0.5213032581453634,64,0.45614035087719296,0.543859649122807,0.2102272727272727,0.4189453125,0.0400390625,8.474
2022,CLE,31.764705882352942,31.294117647058822,218.23529411764707,146.47058823529412,34.55294117647059,540,532,2021,30.58823529411765,28.529411764705884,212.88235294117646,145.35294117647058,35.05058823529412,31.764705882352942,31.294117647058822,0.5699432892249527,0.5443645083932853,62.23529411764706,0.4642857142857143,0.5357142857142857,0.2062937062937063,0.499054820415879,0.07655954631379962,8.253846153846155
2023,CLE,36.705882352941174,30.470588235294116,235.94117647058823,118.6470588235294,32.243529411764705,624,518,2022,31.764705882352942,31.294117647058822,218.23529411764707,146.47058823529412,34.55294117647059,36.705882352941174,30.470588235294116,0.5549597855227882,0.4989648033126294,65.82352941176471,0.5235294117647059,0.4764705882352941,0.19965870307167236,0.5817694369973191,0.12779267202859695,8.261595547309833
2024,CLE,38.88235294117647,23,228.1764705882353,94.58823529411765,25.880000000000003,661,391,2023,36.705882352941174,30.470588235294116,235.94117647058823,118.6470588235294,32.243529411764705,38.88235294117647,23,0.5852842809364549,0.5487528344671202,70.3529411764706,0.5064102564102564,0.4935897435897436,0.21758569299552907,0.6488294314381271,0.06354515050167224,8.491987179487179
2025,CLE,32.8235294117647,24.764705882352942,185.41176470588235,97,24.410588235294117,558,421,2024,38.88235294117647,23,228.1764705882353,94.58823529411765,25.880000000000003,32.8235294117647,24.764705882352942,0.6847246891651865,0.5676328502415459,66.23529411764706,0.6259541984732825,0.3740458015267175,0.17414965986394557,0.7744227353463587,0.15186500888099466,7.789712556732224
2015,DAL,33,25.5,229.8125,118.125,28.005000000000003,528,408,2014,29.75,31.75,250.5,147.125,39.9825,33,25.5,0,0,0,0,0,0,0,0,0
2016,DAL,30.1875,31.1875,237.4375,149.75,39.722500000000004,483,499,2015,33,25.5,229.8125,118.125,28.005000000000003,30.1875,31.1875,0,0,0,0,0,0,0,0,0
2017,DAL,30.8125,30,207.875,135.625,34.1275,493,480,2016,30.1875,31.1875,237.4375,149.75,39.722500000000004,30.8125,30,0,0,0,0,0,0,0,0,0
2018,DAL,32.9375,27.4375,242.8125,122.6875,32.35625,527,439,2017,30.8125,30,207.875,135.625,34.1275,32.9375,27.4375,0,0,0,0,0,0,0,0,0
2019,DAL,37.3125,28.0625,306.375,134.5625,39.96125000000001,597,449,2018,32.9375,27.4375,242.8125,122.6875,32.35625,37.3125,28.0625,0.5986328125,0.5273159144893111,64,0.5821917808219178,0.4178082191780822,0.1421232876712329,0.60546875,0.08984375,7.55977229601518
2020,DAL,39.9375,26.875,281.9375,111.75,33.9525,639,430,2019,37.3125,28.0625,306.375,134.5625,39.96125000000001,39.9375,26.875,0.5988805970149254,0.5270588235294118,67,0.4965986394557823,0.5034013605442177,0.2090032154340836,0.6268656716417911,0.11473880597014924,9.402010050251256
2021,DAL,38.05882352941177,27.823529411764707,291.94117647058823,124.6470588235294,38.84823529411764,647,473,2020,39.9375,26.875,281.9375,111.75,33.9525,38.05882352941177,27.823529411764707,0.6353887399463807,0.5393794749403341,69.9375,0.5739644970414202,0.42603550295857984,0.1562043795620438,0.6523681858802503,0.14030384271671134,7.447574334898278
2022,DAL,32.705882352941174,31.235294117647058,230.05882352941177,135.1764705882353,37.77882352941177,556,531,2021,38.05882352941177,27.823529411764707,291.94117647058823,124.6470588235294,38.84823529411764,32.705882352941174,31.235294117647058,0.6070507308684436,0.5565031982942431,68.41176470588235,0.6127450980392157,0.38725490196078427,0.1854014598540146,0.5795356835769562,0.1298366294067068,7.90726429675425
2023,DAL,36.11764705882353,27.529411764705884,274.11764705882354,112.94117647058823,35.67058823529412,614,468,2022,32.705882352941174,31.235294117647058,230.05882352941177,135.1764705882353,37.77882352941177,36.11764705882353,27.529411764705884,0.5385304659498208,0.4763860369609856,65.6470588235294,0.535031847133758,0.46496815286624205,0.1797945205479452,0.5448028673835126,0.13799283154121864,8.03956834532374
2024,DAL,37.470588235294116,25.235294117647058,240.7058823529412,100.29411764705883,27.187058823529412,637,429,2023,36.11764705882353,27.529411764705884,274.11764705882354,112.94117647058823,35.67058823529412,37.470588235294116,25.235294117647058,0.6069210292812778,0.6041131105398457,66.29411764705883,0.5478260869565217,0.4521739130434783,0.1872146118721461,0.6255545696539485,0.05501330967169476,7.807817589576548
2025,DAL,36.705882352941174,27.352941176470587,278.52941176470586,125.6470588235294,37.35294117647059,624,465,2024,37.470588235294116,25.235294117647058,240.7058823529412,100.29411764705883,27.187058823529412,36.705882352941174,27.352941176470587,0.6233062330623306,0.5654008438818565,65.11764705882354,0.6099290780141844,0.3900709219858156,0.17699115044247787,0.7199638663053297,0.09033423667570008,7.356357927786499
2015,DEN,37.875,25.6875,263.5,107.375,30.902500000000003,606,411,2014,37.9375,27.6875,298.6875,111.5625,38.72875,37.875,25.6875,0,0,0,0,0,0,0,0,0
2016,DEN,35.625,25.625,244.625,92.75,28.185000000000002,570,410,2015,37.875,25.6875,263.5,107.375,30.902500000000003,35.625,25.625,0,0,0,0,0,0,0,0,0
2017,DEN,35.375,28.5625,229.25,115.75,28.495,566,457,2016,35.625,25.625,244.625,92.75,28.185000000000002,35.375,28.5625,0,0,0,0,0,0,0,0,0
2018,DEN,36.75,24.5625,245.625,119.1875,33.243750000000006,588,393,2017,35.375,28.5625,229.25,115.75,28.495,36.75,24.5625,0,0,0,0,0,0,0,0,0
2019,DEN,31.5,25.5625,212.5625,103.875,27.015,504,409,2018,36.75,24.5625,245.625,119.1875,33.243750000000006,31.5,25.5625,0.6241413150147204,0.5483091787439613,63.6875,0.5813953488372093,0.41860465116279066,0.16346153846153846,0.5525024533856723,0.10500490677134446,7.476190476190476
2020,DEN,34.75,27.625,229.5625,119.875,31.295,556,442,2019,31.5,25.5625,212.5625,103.875,27.015,34.75,27.625,0.5930962343096234,0.4985337243401759,59.75,0.5547945205479452,0.4452054794520548,0.15934065934065933,0.5460251046025104,0.05648535564853556,6.988095238095238
2021,DEN,31.823529411764707,26.764705882352942,226.8235294117647,119.11764705882354,31.33764705882353,541,455,2020,34.75,27.625,229.5625,119.875,31.295,31.823529411764707,26.764705882352942,0.5971014492753624,0.4801980198019802,64.6875,0.6299212598425197,0.3700787401574803,0.21922428330522767,0.6628019323671498,0.0647342995169082,9.03956834532374
2022,DEN,33.588235294117645,26.11764705882353,235.7058823529412,113.82352941176471,28.928235294117645,571,444,2021,31.823529411764707,26.764705882352942,226.8235294117647,119.11764705882354,31.33764705882353,33.588235294117645,26.11764705882353,0.5832531280076997,0.5046948356807511,61.11764705882353,0.5207100591715976,0.47928994082840237,0.18835616438356165,0.5842155919153031,0.05389797882579403,8.414048059149723
2023,DEN,30.176470588235293,26.529411764705884,209.76470588235293,106.47058823529412,28.449411764705882,513,451,2022,33.588235294117645,26.11764705882353,235.7058823529412,113.82352941176471,28.928235294117645,30.176470588235293,26.529411764705884,0.6148148148148148,0.5311284046692607,63.52941176470589,0.6020408163265306,0.3979591836734694,0.2220472440944882,0.6518518518518519,0.09166666666666666,8.753064798598949
2024,DEN,33.529411764705884,27.11764705882353,224,112.23529411764706,31.47764705882353,570,461,2023,30.176470588235293,26.529411764705884,209.76470588235293,106.47058823529412,28.449411764705882,33.529411764705884,27.11764705882353,0.5933528836754643,0.5178082191780822,60.1764705882353,0.5359116022099447,0.4640883977900553,0.18661971830985916,0.5659824046920822,0.10752688172043012,7.317738791423002
2025,DEN,36.05882352941177,26.823529411764707,231.23529411764707,118.70588235294117,33.355294117647055,613,456,2024,33.529411764705884,27.11764705882353,224,112.23529411764706,31.47764705882353,36.05882352941177,26.823529411764707,0.6117424242424242,0.5456674473067916,62.11764705882353,0.5723270440251572,0.4276729559748428,0.2134453781512605,0.6287878787878788,0.1335227272727273,7.245614035087719
2015,DET,39.5,22.125,278.9375,83.4375,30.37625,632,354,2014,37.75,24.75,267.75,88.875,29.222500000000004,39.5,22.125,0,0,0,0,0,0,0,0,0
2016,DET,37.125,21.875,270.4375,81.875,28.380000000000003,594,350,2015,39.5,22.125,278.9375,83.4375,30.37625,37.125,21.875,0,0,0,0,0,0,0,0,0
2017,DET,35.625,22.6875,279.375,76.3125,29.806250000000002,570,363,2016,37.125,21.875,270.4375,81.875,28.380000000000003,35.625,22.6875,0,0,0,0,0,0,0,0,0
2018,DET,35.875,25.25,240.25,103.75,29.61,574,404,2017,35.625,22.6875,279.375,76.3125,29.806250000000002,35.875,25.25,0,0,0,0,0,0,0,0,0
2019,DET,35.6875,25.4375,261.6875,103.0625,30.39875,571,407,2018,35.875,25.25,240.25,103.75,29.61,35.6875,25.4375,0.6181640625,0.538647342995169,64,0.5570469798657718,0.4429530201342282,0.14539579967689822,0.650390625,0.10546875,6.930313588850174
2020,DET,36.375,22.9375,274.8125,93.6875,33.48625,582,367,2019,35.6875,25.4375,261.6875,103.0625,30.39875,36.375,22.9375,0.6285434995112414,0.4845132743362832,63.9375,0.6111111111111112,0.38888888888888884,0.21915584415584416,0.5982404692082112,0.07624633431085044,9.558669001751314
2021,DET,34.88235294117647,25.11764705882353,228.47058823529412,110.94117647058823,29.880000000000003,593,427,2020,36.375,22.9375,274.8125,93.6875,33.48625,34.88235294117647,25.11764705882353,0.650251256281407,0.509090909090909,62.1875,0.567741935483871,0.432258064516129,0.20382165605095545,0.614070351758794,0.07135678391959799,8.587931034482759
2022,DET,34.588235294117645,28.235294117647058,261.4117647058824,128.1764705882353,38.215294117647055,588,480,2021,34.88235294117647,25.11764705882353,228.47058823529412,110.94117647058823,29.880000000000003,34.588235294117645,28.235294117647058,0.6101694915254238,0.47643979057591623,62.47058823529411,0.6029411764705882,0.3970588235294118,0.14488188976377953,0.5894538606403014,0.06591337099811675,6.401015228426396
2023,DET,35.64705882352941,29.41176470588235,270.94117647058823,135.94117647058823,41.02,606,500,2022,34.588235294117645,28.235294117647058,261.4117647058824,128.1764705882353,38.215294117647055,35.64705882352941,29.41176470588235,0.5724703737465816,0.5142857142857142,64.52941176470588,0.494949494949495,0.505050505050505,0.16476345840130505,0.5113947128532361,0.04740200546946217,7.032312925170068
2024,DET,32.411764705882355,31.41176470588235,277.52941176470586,146.35294117647058,45.14823529411765,551,534,2023,35.64705882352941,29.41176470588235,270.94117647058823,135.94117647058823,41.02,32.411764705882355,31.41176470588235,0.5678040244969379,0.514218009478673,67.23529411764706,0.4536585365853658,0.5463414634146342,0.14330218068535824,0.5468066491688539,0.0542432195975503,6.753719008264463
2025,DET,34.23529411764706,26,268.6470588235294,120.05882352941177,38.398823529411764,582,442,2024,32.411764705882355,31.41176470588235,277.52941176470586,146.35294117647058,45.14823529411765,34.23529411764706,26,0.5357142857142857,0.4962779156327544,65.88235294117646,0.4847161572052402,0.5152838427947598,0.17435897435897435,0.43660714285714286,0.03839285714285714,6.328493647912886
2015,GB,35.8125,27.25,239.0625,115.625,31.875,573,436,2014,33.5,27.1875,277.9375,119.8125,37.84875,35.8125,27.25,0,0,0,0,0,0,0,0,0
2016,GB,38.75,23.375,277.8125,106.3125,35.868750000000006,620,374,2015,35.8125,27.25,239.0625,115.625,31.875,38.75,23.375,0,0,0,0,0,0,0,0,0
2017,GB,35.125,24.125,220.75,107.75,30.73,562,386,2016,38.75,23.375,277.8125,106.3125,35.868750000000006,35.125,24.125,0,0,0,0,0,0,0,0,0
2018,GB,40,20.8125,289.3125,104.1875,33.49125,640,333,2017,35.125,24.125,220.75,107.75,30.73,40,20.8125,0,0,0,0,0,0,0,0,0
2019,GB,35.8125,25.6875,251.0625,112.1875,34.511250000000004,573,411,2018,40,20.8125,289.3125,104.1875,33.49125,35.8125,25.6875,0.7116504854368932,0.6037234042553191,64.375,0.696,0.30400000000000005,0.21551724137931033,0.7145631067961165,0.10194174757281552,8.8546875
2020,GB,32.875,27.6875,268.6875,132.375,41.985,526,443,2019,35.8125,25.6875,251.0625,112.1875,34.511250000000004,32.875,27.6875,0.6226783968719453,0.5800524934383202,63.9375,0.6326530612244898,0.36734693877551017,0.22749590834697217,0.6070381231671554,0.03910068426197458,8.75392670157068
2021,GB,34.88235294117647,26.235294117647058,266.2352941176471,111.76470588235294,35.59058823529411,593,446,2020,32.875,27.6875,268.6875,132.375,41.985,34.88235294117647,26.235294117647058,0.5750251762336355,0.5564304461942258,62.0625,0.5389221556886228,0.4610778443113772,0.20292504570383912,0.5770392749244713,0.02920443101711984,7.861216730038023
