feature,importance,importance_pct,position,family
def_sack_rate_roll4,945.1299284588533,0.10204674900221597,WR,legacy21
roll3_team_pass_attempts,944.2367744728905,0.10195031415460248,WR,legacy21
wr_deep_matchup,942.5394913987082,0.10176705657843069,WR,legacy21
rb_rush_matchup,933.4782130691509,0.10078870009273211,WR,legacy21
roll3_carry_share,896.9785669757346,0.0968477919578706,WR,legacy21
def_qb_hit_rate_roll4,873.777504015531,0.0943427469083025,WR,legacy21
wr_volume_matchup,734.0650088128222,0.07925783053741559,WR,legacy21
def_rush_epa_allowed_roll4,699.4193621487327,0.07551710082111636,WR,legacy21
def_redzone_pass_td_rate_roll4,547.844133456113,0.0591513516774285,WR,legacy21
roll3_team_carries,527.5672397520821,0.05696203249489672,WR,legacy21
rest_days,510.7736227242779,0.05514880664089152,WR,legacy21
te_middle_matchup,500.48114865800454,0.054037516556822894,WR,legacy21
roll3_carries,490.9626686560881,0.053009795488649716,WR,legacy21
def_pass_epa_allowed_roll4,450.4601967729422,0.04863669771894065,WR,legacy21
qb_pass_matchup,440.50869274428067,0.04756222255607781,WR,legacy21
def_deep_epa_allowed_roll4,286.61083306341783,0.03094569631355392,WR,legacy21
qb_pressure_matchup,244.06541028858786,0.02635201882185099,WR,legacy21
roll3_pass_attempts,164.8510332292402,0.017799152798104005,WR,legacy21
practice_risk,77.21476395110925,0.008336965531324021,WR,legacy21
roll3_pass_attempt_share,59.22436963896521,0.006394522278240452,WR,legacy21
team_skill_questionable_count,40.27077547738379,0.004348081246317328,WR,legacy21
team_skill_out_count,27.2303829505387,0.002940095293267204,WR,legacy21
season_to_date_fppg,144596.84631715718,15.348965006405514,WR,neutral
roll5_fppg,127882.45889205832,13.574731651905957,WR,neutral
roll3_fppg,109151.86183608822,11.586477508862075,WR,neutral
roll5_targets,102313.13455604226,10.860546146019333,WR,neutral
roll3_target_share,96028.5967622443,10.193442034586218,WR,neutral
roll3_targets,95589.56231410216,10.146838498252103,WR,neutral
preseason_prior_fppg,55629.91029057125,5.905118736038027,WR,neutral
ngs_available,46506.862107896006,4.936706555038624,WR,neutral
prior_game_fppg,27326.27613151362,2.9006860576889997,WR,neutral
roll5_offense_pct,25830.87664750079,2.7419493014227854,WR,neutral
roll3_offense_pct,20321.352511452817,2.1571129421244515,WR,neutral
roll3_offense_snaps,19431.870834834546,2.062694402052649,WR,neutral
roll3_ngs_air_yard_share,12888.112119277857,1.3680739722603088,WR,neutral
roll3_ngs_cushion,5911.001322879855,0.6274531898067701,WR,neutral
opportunity_per_snap,4173.112394762677,0.442976162664823,WR,neutral
prior_catch_rate,4068.607084572424,0.4318829169271156,WR,neutral
prior_rec_td_rate,3716.594898854351,0.39451679962906544,WR,neutral
prior_yards_per_target,3531.831533987492,0.37490415596471566,WR,neutral
roll3_ngs_separation,2884.7414466596274,0.30621549947353477,WR,neutral
season_targets_prior,2458.6821259016833,0.2609892737879292,WR,neutral
preseason_redzone_target_rate,2258.1881420214513,0.23970682385245387,WR,neutral
preseason_deep_target_rate,1991.576962155561,0.21140602909582248,WR,neutral
season_to_date_rec_td_rate,1830.1313036763718,0.1942685615400094,WR,neutral
games_played_prior,1683.6911177774612,0.17872392591245356,WR,neutral
roll3_fppg_sd,1529.295421270764,0.1623348122963587,WR,neutral
expected_team_plays,1507.0232131240584,0.15997061589674053,WR,neutral
roll3_ypt,1408.810467303155,0.14954532629200332,WR,neutral
expected_team_pass_rate,1396.0534857176876,0.14819117183476693,WR,neutral
roll3_catch_rate,1337.7974848716105,0.1420072934088274,WR,neutral
roll3_rec_td_rate,1230.4318218685823,0.13061042102678103,WR,neutral
season_to_date_ypt,1207.430897759343,0.12816887137850347,WR,neutral
target_trend,1040.9175600480698,0.11049346932980154,WR,neutral
season_to_date_rush_ypc,1022.7037222642182,0.10856006921840843,WR,neutral
season_to_date_catch_rate,955.5010672668338,0.10142650284981741,WR,neutral
roll3_team_pass_attempts,948.4993725980491,0.10068327248764898,WR,neutral
role_fppg_trend,862.4039446013544,0.09154423698867094,WR,neutral
snap_trend,805.71634849659,0.08552684483199263,WR,neutral
roll3_team_carries,779.5238756194613,0.08274651206636321,WR,neutral
prior_yards_per_carry,761.3862762155294,0.08082120466414972,WR,neutral
roll3_pass_attempt_share,736.9692286050644,0.07822933341053513,WR,neutral
season_carries_prior,699.9083657249589,0.07429532031175543,WR,neutral
roll5_carries,692.2000119647014,0.073477078039281,WR,neutral
roll3_ngs_yac_oe,666.2215789767847,0.07071946562235326,WR,neutral
roll3_carry_share,666.1087039794545,0.07070748393376014,WR,neutral
season_to_date_rush_td_rate,618.0485539789546,0.06560589576397208,WR,neutral
roll3_carries,552.6021839720505,0.0586587591657858,WR,neutral
prior_yards_per_attempt,506.18792901728256,0.053731882866308825,WR,neutral
season_to_date_interception_rate,407.19136085203377,0.04322339046675954,WR,neutral
carry_trend,406.3971088029264,0.04313908055808232,WR,neutral
prior_rush_td_rate,375.0547303052294,0.03981208496287073,WR,neutral
season_to_date_pass_ypa,242.64369496173407,0.025756644614666667,WR,neutral
season_to_date_pass_td_rate,167.71372090191247,0.017802822805493435,WR,neutral
roll3_pass_attempts,153.51694419211336,0.016295833998527985,WR,neutral
roll5_pass_attempts,149.49224994723397,0.015868612432501303,WR,neutral
season_pass_attempts_prior,135.32560363234145,0.01436482196899098,WR,neutral
