Feature,Gain,Cover,Frequency,position
te_redzone_matchup,2.670831156620993e-4,2.346683618583116e-4,0.0016741071428571428,WR
roll3_fppg_sd,2.623817538146614e-4,0.004444271436720708,0.0033482142857142855,WR
underdog_points,2.5592651758588953e-4,2.896556999441991e-4,0.0016741071428571428,WR
opp_pos_fppg_allowed_roll4,2.304865156536902e-4,2.3492068641339038e-4,0.0027901785714285715,WR
def_pass_success_allowed_roll4,1.9068747892781213e-4,4.643304971717091e-4,0.0016741071428571428,WR
def_redzone_rush_td_rate_roll4,1.7856718433031723e-4,2.5932623751452003e-4,0.0011160714285714285,WR
prior_yards_per_carry,1.7158818248112336e-4,3.2379567042924433e-4,0.0027901785714285715,WR
games_played_prior,1.655211511932089e-4,2.198200429512371e-4,0.0016741071428571428,WR
def_qb_hit_rate_roll4,1.3309945825673157e-4,0.0012618337246459324,0.002232142857142857,WR
opp_pos_residual_roll4,1.3036505844810203e-4,1.0171987511269571e-4,0.0011160714285714285,WR
expected_team_pass_rate,1.1454629574810023e-4,0.0013877113734227157,0.002232142857142857,WR
favorite_rush_interaction,9.00208977663756e-5,0.002217019065111768,0.0011160714285714285,WR
favorite_points,7.950619605178431e-5,8.174891533977325e-5,5.580357142857143e-4,WR
prior_rush_td_rate,7.950068142499885e-5,0.00233234582648585,0.0011160714285714285,WR
prior_pass_td_rate,7.73996086197358e-5,0.002330667488689559,0.0011160714285714285,WR
roll3_carries,4.768777230458775e-5,0.0010587687356246405,5.580357142857143e-4,WR
ngs_available,4.1485428185503574e-5,7.335389527617522e-4,5.580357142857143e-4,WR
is_home,3.800370970050502e-5,3.089978442018454e-5,5.580357142857143e-4,WR
roll5_targets,0.3479953204390108,0.052115981064369966,0.03771213073538655,TE
preseason_prior_fppg,0.11406398508941047,0.12897186823958967,0.10999371464487744,TE
roll3_target_share,0.09599371151436169,0.039503832039894944,0.034569453174104335,TE
roll3_offense_pct,0.0822361636498083,0.05747683281407008,0.04714016341923319,TE
season_to_date_fppg,0.08152378130308599,0.03607480230304256,0.04902576995600252,TE
roll5_offense_pct,0.04562158893167718,0.016330026247072728,0.02011313639220616,TE
