position,feature,n,coverage,outcome_pearson,outcome_spearman,residual_correlation,year_sign_stability,median_year_abs_residual_cor,signal_score
RB,roll3_ngs_rush_yoe_pa,6166,1,0.13369377634973448,0.09584154963145321,0.01118175642150299,0.5,0.029534826015840454,0.11855113868998697
RB,prior_rec_td_rate,6166,1,0.08100173296666933,0.19434856890969462,-0.004925125312616481,0.5,0.027124819931703965,0.11783092858701164
RB,implied_team_total,6166,1,0.09290357055955575,0.05384097402213775,0.025374598241192804,0.5,0.02495915512906539,0.11209804430481986
RB,team_spread_line,6166,1,0.08322701445655821,0.05584197439432618,0.02190196095412103,0.5,0.01715394592896123,0.10825317655175021
RB,team_skill_questionable_count,6166,1,-0.0019487387903967901,0.007603010603981413,-9.793001660470461e-4,0.6666666666666666,0.026369356718871657,0.10434075500135752
RB,roll5_pass_attempts,6166,1,0.06458094169311678,0.0743083791179661,-0.01380216142151882,0.5,0.021814734728078603,0.10393402111140829
RB,te_middle_matchup,6166,1,0.052090810679045946,0.12117957001437393,0.002235420497568176,0.5,0.027048700056699793,0.1026287035535288
RB,def_pass_epa_allowed_roll8,6166,1,0.032000321990341904,0.02191350944552751,0.032419337354437396,0.5,0.042728956226125644,0.10225127652383423
RB,underdog_points,6166,1,-0.0694211163728788,-0.04852131392387567,-0.011839262890702997,0.5,0.029658023204940123,0.10161182923929363
RB,wr_deep_matchup,6166,1,0.012298605461640114,0.143397821520114,0.00991887528213692,0.5,0.01301540270951075,0.10018652171342159
RB,def_pass_epa_allowed_roll4,6166,1,0.028311389180093807,0.0150682601537266,0.03091113976245551,0.5,0.034917711903483084,0.09930602535431736
