captured_at,model_version,week,player_id,player_display_name,position,team,opponent,projection,incumbent_projection,controller_projection_232,floor,ceiling,expected_abs_error,projection_confidence,weekly_position_rank,matchup_grade
2026-09-25 10:28:22 +0000,2.5,3,00-0036322,Justin Jefferson,WR,MIN,TB,12.250608919235694,12.363868869299074,12.363868869299074,8.878561205932238,15.848881235045669,4.973519690779636,Low,6,D
2026-09-25 10:28:22 +0000,2.5,3,00-0031381,Davante Adams,WR,LA,DEN,11.719318719116092,12.746458602294725,12.746458602294725,8.344259146408369,15.257452434409627,3.83141508023352,Medium,7,D
2026-09-25 10:28:22 +0000,2.5,3,00-0036554,Nico Collins,WR,HOU,IND,11.000514456520811,11.57305108191294,11.57305108191294,7.685535893719111,14.51157584145263,4.973519690779636,Low,8,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0039075,Puka Nacua,WR,LA,DEN,10.795829534195873,11.438614447353633,11.438614447353633,7.466577967607461,14.584683387432078,4.973519690779636,Low,9,Neutral
2026-09-24 15:52:29 +0000,2.5,3,00-0038124,Christian Watson,WR,GB,ATL,10.977531002370933,11.341560281661511,11.341560281661511,7.675142247397416,14.92778245664427,4.973519690779636,Low,10,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0040124,Tetairoa McMillan,WR,CAR,CLE,10.391953161100282,10.490385497178856,10.490385497178856,7.071811266242484,14.256834150310972,2.953609688195244,High,10,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0036410,Tee Higgins,WR,CIN,PIT,10.362641189031685,10.735289331166086,10.735289331166086,7.132087502447106,13.88889709289442,3.83141508023352,Medium,11,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0039064,Zay Flowers,WR,BAL,DAL,10.218658532417823,11.069958828748948,11.069958828748948,6.916269777444309,14.168909986691164,3.83141508023352,Medium,12,D
2026-09-25 10:28:22 +0000,2.5,3,00-0037740,Garrett Wilson,WR,NYJ,DET,10.17296758369684,10.002131870655216,10.002131870655216,6.852748812737433,13.876037766921147,2.953609688195244,High,13,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0036912,DeVonta Smith,WR,PHI,CHI,9.917833984219564,9.90867991103651,9.90867991103651,6.595264985949515,13.57111015747832,3.83141508023352,Medium,14,C
2026-09-25 10:28:22 +0000,2.5,3,00-0031588,Stefon Diggs,WR,WAS,SEA,9.569938825670487,10.734695075458298,10.734695075458298,6.239028286487217,13.320626391107169,3.83141508023352,Medium,15,D
2026-09-25 10:28:22 +0000,2.5,3,00-0040129,Emeka Egbuka,WR,TB,MIN,9.516794364117164,9.57973316057288,9.57973316057288,6.274293680292456,13.012268936344778,2.953609688195244,High,16,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0038606,Parker Washington,WR,JAX,NE,9.367168871218944,9.726113106898108,9.726113106898108,6.108889329610144,12.912094642045233,4.973519690779636,Low,17,C
2026-09-25 10:28:22 +0000,2.5,3,00-0039067,Rashee Rice,WR,KC,MIA,9.263166334555546,9.730581128474736,9.730581128474736,6.157418487432402,13.461708912503155,3.83141508023352,Medium,18,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0039915,Ladd McConkey,WR,LAC,BUF,9.257567329472954,9.435604922087084,9.435604922087084,5.838911116649887,12.798158330660517,3.83141508023352,Medium,19,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0036613,Jaylen Waddle,WR,DEN,LA,9.189169246950742,9.556541335249934,9.556541335249934,5.780227582643131,12.517784853518888,2.953609688195244,High,20,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0035719,Deebo Samuel Sr.,WR,SF,ARI,8.828405693992579,8.96887195743555,8.96887195743555,5.427611162451424,12.289154754162675,3.83141508023352,Medium,21,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0039491,Jalen Coker,WR,CAR,CLE,8.789567547940987,9.644671473741164,9.644671473741164,5.398355085536516,12.220533411318916,4.973519690779636,Low,22,C
2026-09-25 10:28:22 +0000,2.5,3,00-0041037,Denzel Boston,WR,CLE,CAR,8.467197784964515,8.844671542750916,8.844671542750916,5.122565604364877,11.89227891332861,2.953609688195244,High,23,C
2026-09-25 10:28:22 +0000,2.5,3,00-0037247,George Pickens,WR,DAL,BAL,8.385777441368234,8.697515752093215,8.697515752093215,5.0397521966439776,12.176152971417418,3.83141508023352,Medium,24,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0037240,Jameson Williams,WR,DET,NYJ,8.11599472875379,8.728298964019988,8.728298964019988,4.687640328705326,11.46859655461994,3.83141508023352,Medium,25,Neutral
2026-09-24 15:52:29 +0000,2.5,3,00-0040667,Matthew Golden,WR,GB,ATL,8.435265092490393,8.543057329850525,8.543057329850525,5.040799483700832,11.844670279370575,4.973519690779636,Low,25,C
2026-09-25 10:28:22 +0000,2.5,3,00-0039890,Adonai Mitchell,WR,NYJ,DET,8.08202733327048,8.629635322906855,8.629635322906855,4.757518096301881,11.424972372124955,4.973519690779636,Low,26,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0039424,Devaughn Vele,WR,NO,LV,8.048601854089792,8.168477595256263,8.168477595256263,4.72523465647647,11.286846309541184,4.973519690779636,Low,27,Neutral
2026-09-24 15:52:29 +0000,2.5,3,00-0037238,Drake London,WR,ATL,GB,8.229537189978616,9.042366645366378,9.042366645366378,4.884905009378978,11.654618318342711,4.973519690779636,Low,27,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0039337,Malik Nabers,WR,NYG,TEN,7.850653691695595,8.70609735715135,8.70609735715135,4.372246362044656,11.403684059479398,4.973519690779636,Low,28,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0035640,DK Metcalf,WR,PIT,CIN,7.840442065061954,8.13318185617829,8.13318185617829,4.445976456272393,11.24984725194214,3.83141508023352,Medium,29,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0038563,Tre Tucker,WR,LV,NO,7.701790517099618,7.931218295507827,7.931218295507827,4.48475281839586,11.90275552948587,3.83141508023352,Medium,30,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0031408,Mike Evans,WR,SF,ARI,7.695370280036396,7.772497855439893,7.772497855439893,4.200895000476429,11.359146104858318,2.953609688195244,High,31,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0038997,Josh Downs,WR,IND,HOU,7.583215699169568,7.909731205260639,7.909731205260639,4.147810841935409,11.036061048514991,3.83141508023352,Medium,32,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0038393,Dontayvion Wicks,WR,PHI,CHI,7.459599883124424,7.618653308625342,7.618653308625342,4.319819069954428,11.224154296031314,4.973519690779636,Low,33,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0041029,Jordyn Tyson,WR,NO,LV,7.449243090333397,8.261696374717445,8.261696374717445,4.285325398123372,11.61194665522439,3.83141508023352,Medium,34,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0038544,Quentin Johnston,WR,LAC,BUF,7.424725501186186,7.776520041039477,7.776520041039477,4.1604823980598695,10.946686780554256,2.953609688195244,High,35,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0041035,De'Zhaun Stribling,WR,SF,ARI,7.385247656898619,7.944659625816545,7.944659625816545,4.125975651111968,10.849566184165544,3.83141508023352,Medium,36,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0038559,Michael Wilson,WR,ARI,SF,7.342909664317081,7.577428570065415,7.577428570065415,4.146272105828139,11.2573545265709,2.953609688195244,High,37,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0034348,Courtland Sutton,WR,DEN,LA,7.232535000793868,7.774958643901238,7.774958643901238,3.947029860299165,11.00097673021016,3.83141508023352,Medium,38,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0041438,Carnell Tate,WR,TEN,NYG,7.224947178926314,7.531743706210198,7.531743706210198,3.919873762431211,10.872682209885062,3.83141508023352,Medium,39,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0032464,Kalif Raymond,WR,CHI,PHI,7.1715939558577215,7.807015584083345,7.807015584083345,3.743694871527566,11.13270639918998,4.973519690779636,Low,40,Neutral
