position,feature,n,coverage,outcome_pearson,outcome_spearman,partial_correlation_after_base,residual_correlation,year_sign_stability,median_year_abs_residual_cor,signal_score,standardized_coefficient,raw_unit_slope,lambda,permutation_years,oof_delta_MAE_if_permuted,oof_delta_RMSE_if_permuted,oof_delta_correlation_if_permuted,oof_delta_rank_correlation_if_permuted,unique_predictive_rank_24
QB,roll3_fppg,2624,1,0.4932006056258505,0.48252864822249075,0.017880614955988385,0.0023473015468300855,0.5,0.028407192873400294,0.13665350349377678,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,tw_combine_height_in_24,2624,1,-0.07712982283016886,-0.18177523335034082,0.004214072708201788,0.005161697127010002,0.75,0.014685296259404394,0.13646233711891279,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,roll3_team_carries,2624,1,0.039313994441370195,0.05082064346349615,0.012017692357802527,0.011639453353866246,0.75,0.041642605872438856,0.13608838871960632,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,underdog_target_interaction,2624,1,-0.011438525707851078,-0.0019403866460148583,-0.0203022141592891,-0.02036874982434225,0.75,0.017419666576449257,0.13552725570722393,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,def_rush_success_allowed_roll4,2624,1,-0.009658433249646185,-0.01074325519342822,-0.014937149177348806,-0.014971353045448662,0.75,0.044930924100744674,0.13507646971089554,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,opp_avg_pass_rushers_roll4_24,2624,1,0.009368605174331872,0.013481470657414207,-0.011738430766903845,-0.011967214425315351,0.75,0.05504187534733614,0.1342142474988414,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,def_deep_epa_allowed_roll4,2624,1,0.01431651996442416,0.007875348509448425,0.01617533087750945,0.01616503662099232,0.75,0.02106329854498524,0.13362822316661077,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,qb_pressure_matchup,2301,0.8769054878048781,0.2664650827126202,0.2701047834327603,0.046516045152073755,0.024750263451027012,0.5,0.05726423573733878,0.13314716045668906,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,prior_rec_td_rate,2624,1,0.015631990857538487,-0.20146575145853396,-0.004181715408954862,-0.004414719944879688,0.75,0.012866210454486346,0.13305733032206185,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,opp_rushers5_rate_roll4_24,2624,1,0.01335934264856974,0.010518241070573548,-0.012295439169191751,-0.012574854735608942,0.75,0.037290676819610465,0.1329377934898761,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,games_played_prior,2624,1,0.28536998472527914,0.30229468340289717,0.03664535988809089,0.029161389003601584,0.5,0.02693113039982139,0.13221686201650742,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,def_deep_pass_rate_roll4,2624,1,-0.0017508628856047906,-0.0021547438825168254,-0.009169604700645827,-0.009241671789208762,0.75,0.05831606768010836,0.13192166348205756,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,opp_pressure_rate_roll4_24,2624,1,0.006236831867870492,0.01576742921309208,-0.009635485165914844,-0.00980800776450812,0.75,0.03510805008061695,0.13075488208625227,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,calibrated_matchup_delta_23,2624,1,0.102490325211331,0.11059836354658198,0.01734963538956623,0.01603792139055334,0.6666666666666666,0.021292577020454777,0.12992212519299223,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,tw_combine_speed_score_24,2624,1,-0.047862391639146594,-0.06989593665635332,0.0019046594920064325,0.002506169189859813,0.75,0.026856346542659323,0.1298248317668514,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,roll3_fppg_sd,2624,1,0.24818268210966804,0.2705216750418959,0.02972950624440005,0.02433211664943454,0.5,0.043553794862817304,0.12682718778106816,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,response_pressure_rate_24,1991,0.758765243902439,0.0031961133044090006,-0.05330306216935257,-0.026026239732809413,-0.02499961716664967,0.6666666666666666,0.015395537773296254,0.12675572168024585,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,team_skill_out_count,2624,1,-0.05840893890782664,-0.050739286389348166,0.00932725919136488,0.010074282532892533,0.6666666666666666,0.062297430472763496,0.12471371318990165,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,response_avg_box_24,1991,0.758765243902439,0.099639372867879,0.12850628317975057,0.005284642045529165,0.009013341775506731,0.6666666666666666,0.004013019434730764,0.12313480710513174,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,roll3_pass_td_rate,2624,1,0.23801748563051897,0.3550653748500582,0.009639237041519373,0.005906132859762526,0.5,0.031163762091737227,0.11620124829124172,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,practice_risk,2624,1,0.033795774601076675,0.03471469351080719,-0.0062464890450688445,-0.006711162159488044,0.6666666666666666,0.013056602090470444,0.11558157678911071,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,role_5_vs_prior_232,2624,1,0.2902067766121665,0.2864550751307173,0.0040561802208333355,-8.241556191004816e-5,0.5,0.038673541196300495,0.11366493790617428,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,team_skill_questionable_count,2624,1,-0.0060699880436956306,-0.00902197455760304,0.005388482173806464,0.005517610681904975,0.6666666666666666,0.026679828365464082,0.11356259033277645,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,response_avg_pass_rushers_24,1991,0.758765243902439,0.015533379270089994,0.010375677562964748,0.002853043403592037,0.003377387421208764,0.6666666666666666,0.03060725359257574,0.11312059415034616,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,role_vs_prior_232,2624,1,0.2927972673684904,0.28961799566528734,8.00870901264464e-4,-0.0029225058820781026,0.5,0.015489865259613388,0.11210518646343323,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,prior_yards_per_carry,2624,1,0.16920419255607747,0.1921681833281354,-0.008670451607342663,-0.010382875611402675,0.5,0.06764926527815295,0.11087221252470987,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,season_to_date_rush_td_rate,2624,1,0.1448716572571162,0.2600781112832275,0.015893545544466897,0.01380195914431971,0.5,0.023592612617978563,0.11074808800895093,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,prior_rush_td_rate,2624,1,0.10017013687085276,0.1328711825583786,-0.01757840531436939,-0.018603422958606876,0.5,0.04445856195561275,0.10745159852192374,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,prior_yards_per_target,2624,1,-0.10915494221221274,-0.11036944348768693,-0.017279022514318402,-0.015849157446074673,0.5,0.03656430216752045,0.10507853556949369,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,wr_redzone_matchup,2624,1,0.09401970807617246,0.09771334584741799,0.01618378983716793,0.01501458090089094,0.5,0.03104588396695595,0.10252086245771382,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,te_redzone_matchup,2624,1,0.09401970807617246,0.09771334584741799,0.01618378983716793,0.01501458090089094,0.5,0.03104588396695595,0.10252086245771382,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,tw_combine_broad_24,2624,1,-0.10551658021012716,-0.13104208376630921,-0.012963109908292511,-0.011599642669729482,0.5,0.004742142515177024,0.09977062651588843,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,roll3_rush_td_rate,2624,1,0.13419781013158233,0.20605266086780513,-7.41842149234266e-4,-0.002380130336641392,0.5,0.021078577467395394,0.09956469280356761,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,roll3_ngs_cpoe,2624,1,0.1085160596642934,0.110400028618532,-0.009383780709801379,-0.010603093516162062,0.5,0.010529064447907511,0.098497602202334,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,favorite_points,2624,1,0.11575728755071786,0.12974959409493392,-0.004075764835022842,-0.0054461710526072975,0.5,0.027365407437410345,0.09805602186638156,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,season_targets_prior,2624,1,0.07314381472127156,0.08005005779971494,0.010299592861115554,0.009432003819337592,0.5,0.0384738805963144,0.09766537128846355,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,role_fppg_trend,2624,1,0.07205874280818286,0.057386781066191724,-0.007437884395683126,-0.008325715349519851,0.5,0.05567702488219574,0.09731983331320684,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,team_spread_line,2624,1,0.14691192604154246,0.1452733076749809,0.003098774653982336,0.0012104052532908144,0.5,0.012398711179787926,0.09705561961772885,NA,NA,NA,NA,NA,NA,NA,NA,23
